id,quarter,quarter_qf,hb,hbqf,location,location_qf,admission_type,admission_type_qf,simd,simdqf,episodes,length_of_episode,average_length_of_episode,average_length_of_episode_qf,stays,length_of_stay,average_length_of_stay,average_length_of_stay_qf
14685,2017Q4,,S08000031,,C206H,,Transfers,,2,,170,710,4.17647058823529,,0,0, ,z
14686,2018Q1,,S08000031,,C206H,,Transfers,,2,,222,1286,5.79279279279279,,0,0, ,z
14687,2018Q2,,S08000031,,C206H,,Transfers,,2,,151,647,4.28476821192053,,0,0, ,z
14688,2018Q3,,S08000031,,C206H,,Transfers,,2,,187,1048,5.60427807486631,,0,0, ,z
14689,2018Q4,,S08000031,,C206H,,Transfers,,2,,215,978,4.54883720930233,,0,0, ,z
14690,2019Q1,,S08000031,,C206H,,Transfers,,2,,197,935,4.74619289340102,,0,0, ,z
14691,2019Q2,,S08000031,,C206H,,Transfers,,2,,233,1141,4.89699570815451,,0,0, ,z
14692,2019Q3,,S08000031,,C206H,,Transfers,,2,,188,784,4.17021276595745,,0,0, ,z
14693,2019Q4,,S08000031,,C206H,,Transfers,,2,,200,920,4.6,,0,0, ,z
14694,2020Q1,,S08000031,,C206H,,Transfers,,2,,224,1255,5.60267857142857,,0,0, ,z
14695,2020Q2,,S08000031,,C206H,,Transfers,,2,,111,560,5.04504504504505,,0,0, ,z
14696,2020Q3,,S08000031,,C206H,,Transfers,,2,,174,1215,6.98275862068965,,0,0, ,z
14697,2020Q4,,S08000031,,C206H,,Transfers,,2,,209,1260,6.02870813397129,,0,0, ,z
14698,2021Q1,,S08000031,,C206H,,Transfers,,2,,205,1184,5.77560975609756,,0,0, ,z
14699,2021Q2,p,S08000031,,C206H,,Transfers,,2,,240,1629,6.7875,,0,0, ,z
14700,2016Q2,,S08000031,,C206H,,Transfers,,3,,93,403,4.33333333333333,,0,0, ,z
14701,2016Q3,,S08000031,,C206H,,Transfers,,3,,115,635,5.52173913043478,,0,0, ,z
14702,2016Q4,,S08000031,,C206H,,Transfers,,3,,113,655,5.79646017699115,,0,0, ,z
14703,2017Q1,,S08000031,,C206H,,Transfers,,3,,147,1028,6.99319727891156,,0,0, ,z
14704,2017Q2,,S08000031,,C206H,,Transfers,,3,,119,691,5.80672268907563,,0,0, ,z
14705,2017Q3,,S08000031,,C206H,,Transfers,,3,,100,741,7.41,,0,0, ,z
14706,2017Q4,,S08000031,,C206H,,Transfers,,3,,181,1004,5.54696132596685,,0,0, ,z
14707,2018Q1,,S08000031,,C206H,,Transfers,,3,,154,906,5.88311688311688,,0,0, ,z
14708,2018Q2,,S08000031,,C206H,,Transfers,,3,,132,804,6.09090909090909,,0,0, ,z
14709,2018Q3,,S08000031,,C206H,,Transfers,,3,,163,713,4.37423312883436,,0,0, ,z
14710,2018Q4,,S08000031,,C206H,,Transfers,,3,,229,1193,5.20960698689956,,0,0, ,z
14711,2019Q1,,S08000031,,C206H,,Transfers,,3,,177,676,3.81920903954802,,0,0, ,z
14712,2019Q2,,S08000031,,C206H,,Transfers,,3,,196,1167,5.95408163265306,,0,0, ,z
14713,2019Q3,,S08000031,,C206H,,Transfers,,3,,185,809,4.37297297297297,,0,0, ,z
14714,2019Q4,,S08000031,,C206H,,Transfers,,3,,160,767,4.79375,,0,0, ,z
14715,2020Q1,,S08000031,,C206H,,Transfers,,3,,164,982,5.98780487804878,,0,0, ,z
14716,2020Q2,,S08000031,,C206H,,Transfers,,3,,84,696,8.28571428571429,,0,0, ,z
14717,2020Q3,,S08000031,,C206H,,Transfers,,3,,132,585,4.43181818181818,,0,0, ,z
14718,2020Q4,,S08000031,,C206H,,Transfers,,3,,107,555,5.18691588785047,,0,0, ,z
14719,2021Q1,,S08000031,,C206H,,Transfers,,3,,165,739,4.47878787878788,,0,0, ,z
14720,2021Q2,p,S08000031,,C206H,,Transfers,,3,,129,694,5.37984496124031,,0,0, ,z
14721,2016Q2,,S08000031,,C206H,,Transfers,,4,,159,1097,6.89937106918239,,0,0, ,z
14722,2016Q3,,S08000031,,C206H,,Transfers,,4,,169,1241,7.34319526627219,,0,0, ,z
14723,2016Q4,,S08000031,,C206H,,Transfers,,4,,225,1175,5.22222222222222,,0,0, ,z
14724,2017Q1,,S08000031,,C206H,,Transfers,,4,,164,821,5.00609756097561,,0,0, ,z
14725,2017Q2,,S08000031,,C206H,,Transfers,,4,,149,821,5.51006711409396,,0,0, ,z
14726,2017Q3,,S08000031,,C206H,,Transfers,,4,,107,666,6.22429906542056,,0,0, ,z
14727,2017Q4,,S08000031,,C206H,,Transfers,,4,,139,871,6.26618705035971,,0,0, ,z
14728,2018Q1,,S08000031,,C206H,,Transfers,,4,,162,975,6.01851851851852,,0,0, ,z
14729,2018Q2,,S08000031,,C206H,,Transfers,,4,,174,1135,6.52298850574713,,0,0, ,z
14730,2018Q3,,S08000031,,C206H,,Transfers,,4,,188,967,5.1436170212766,,0,0, ,z
14731,2018Q4,,S08000031,,C206H,,Transfers,,4,,137,623,4.54744525547445,,0,0, ,z
14732,2019Q1,,S08000031,,C206H,,Transfers,,4,,151,725,4.80132450331126,,0,0, ,z
14733,2019Q2,,S08000031,,C206H,,Transfers,,4,,125,556,4.448,,0,0, ,z
14734,2019Q3,,S08000031,,C206H,,Transfers,,4,,166,1116,6.72289156626506,,0,0, ,z
14735,2019Q4,,S08000031,,C206H,,Transfers,,4,,160,990,6.1875,,0,0, ,z
14736,2020Q1,,S08000031,,C206H,,Transfers,,4,,168,904,5.38095238095238,,0,0, ,z
14737,2020Q2,,S08000031,,C206H,,Transfers,,4,,60,545,9.08333333333333,,0,0, ,z
14738,2020Q3,,S08000031,,C206H,,Transfers,,4,,124,483,3.89516129032258,,0,0, ,z
14739,2020Q4,,S08000031,,C206H,,Transfers,,4,,153,856,5.59477124183007,,0,0, ,z
14740,2021Q1,,S08000031,,C206H,,Transfers,,4,,147,1085,7.38095238095238,,0,0, ,z
14741,2021Q2,p,S08000031,,C206H,,Transfers,,4,,123,789,6.41463414634146,,0,0, ,z
14742,2016Q2,,S08000031,,C206H,,Transfers,,5,,79,746,9.44303797468354,,0,0, ,z
14743,2016Q3,,S08000031,,C206H,,Transfers,,5,,52,364,7,,0,0, ,z
14744,2016Q4,,S08000031,,C206H,,Transfers,,5,,58,408,7.03448275862069,,0,0, ,z
14745,2017Q1,,S08000031,,C206H,,Transfers,,5,,74,328,4.43243243243243,,0,0, ,z
14746,2017Q2,,S08000031,,C206H,,Transfers,,5,,94,488,5.19148936170213,,0,0, ,z
14747,2017Q3,,S08000031,,C206H,,Transfers,,5,,75,355,4.73333333333333,,0,0, ,z
14748,2017Q4,,S08000031,,C206H,,Transfers,,5,,112,503,4.49107142857143,,0,0, ,z
14749,2018Q1,,S08000031,,C206H,,Transfers,,5,,130,832,6.4,,0,0, ,z
14750,2018Q2,,S08000031,,C206H,,Transfers,,5,,136,736,5.41176470588235,,0,0, ,z
23001,2017Q1,,S08000030,,T202H,,All Day cases,,1,,31,0,0,,31,0,0,
23002,2017Q2,,S08000030,,T202H,,All Day cases,,1,,23,0,0,,25,0,0,
23003,2017Q3,,S08000030,,T202H,,All Day cases,,1,,22,0,0,,20,0,0,
14751,2018Q3,,S08000031,,C206H,,Transfers,,5,,106,380,3.58490566037736,,0,0, ,z
14752,2018Q4,,S08000031,,C206H,,Transfers,,5,,111,530,4.77477477477477,,0,0, ,z
14753,2019Q1,,S08000031,,C206H,,Transfers,,5,,100,667,6.67,,0,0, ,z
14754,2019Q2,,S08000031,,C206H,,Transfers,,5,,80,545,6.8125,,0,0, ,z
14755,2019Q3,,S08000031,,C206H,,Transfers,,5,,144,603,4.1875,,0,0, ,z
14756,2019Q4,,S08000031,,C206H,,Transfers,,5,,117,682,5.82905982905983,,0,0, ,z
14757,2020Q1,,S08000031,,C206H,,Transfers,,5,,123,445,3.61788617886179,,0,0, ,z
14758,2020Q2,,S08000031,,C206H,,Transfers,,5,,54,431,7.98148148148148,,0,0, ,z
14759,2020Q3,,S08000031,,C206H,,Transfers,,5,,102,374,3.66666666666667,,0,0, ,z
14760,2020Q4,,S08000031,,C206H,,Transfers,,5,,86,432,5.02325581395349,,0,0, ,z
14761,2021Q1,,S08000031,,C206H,,Transfers,,5,,117,846,7.23076923076923,,0,0, ,z
14762,2021Q2,p,S08000031,,C206H,,Transfers,,5,,115,661,5.74782608695652,,0,0, ,z
14763,2016Q2,,S08000031,,C206H,,Transfers,, ,:,0,0, ,z,0,0, ,z
14764,2016Q3,,S08000031,,C206H,,Transfers,, ,:,5,0,0,,0,0, ,z
14765,2016Q4,,S08000031,,C206H,,Transfers,, ,:,0,7, ,z,0,0, ,z
14766,2017Q1,,S08000031,,C206H,,Transfers,, ,:,0,0, ,z,0,0, ,z
14767,2017Q2,,S08000031,,C206H,,Transfers,, ,:,0,10, ,z,0,0, ,z
14768,2017Q3,,S08000031,,C206H,,Transfers,, ,:,0,0, ,z,0,0, ,z
14769,2017Q4,,S08000031,,C206H,,Transfers,, ,:,5,5,1,,0,0, ,z
14770,2018Q1,,S08000031,,C206H,,Transfers,, ,:,5,12,2.4,,0,0, ,z
14771,2018Q2,,S08000031,,C206H,,Transfers,, ,:,0,0, ,z,0,0, ,z
14772,2018Q3,,S08000031,,C206H,,Transfers,, ,:,5,10,2,,0,0, ,z
14773,2018Q4,,S08000031,,C206H,,Transfers,, ,:,5,9,1.8,,0,0, ,z
14774,2019Q2,,S08000031,,C206H,,Transfers,, ,:,5,5,1,,0,0, ,z
14775,2019Q3,,S08000031,,C206H,,Transfers,, ,:,10,5,0.5,,0,0, ,z
14776,2019Q4,,S08000031,,C206H,,Transfers,, ,:,0,0, ,z,0,0, ,z
14777,2020Q1,,S08000031,,C206H,,Transfers,, ,:,0,0, ,z,0,0, ,z
14778,2020Q4,,S08000031,,C206H,,Transfers,, ,:,0,0, ,z,0,0, ,z
14779,2021Q2,p,S08000031,,C206H,,Transfers,, ,:,0,7, ,z,0,0, ,z
14780,2016Q2,,S08000031,,G516H,,Transfers,,1,,418,6335,15.1555023923445,,0,0, ,z
14781,2016Q3,,S08000031,,G516H,,Transfers,,1,,430,6963,16.193023255814,,0,0, ,z
14782,2016Q4,,S08000031,,G516H,,Transfers,,1,,383,6001,15.668407310705,,0,0, ,z
14783,2017Q1,,S08000031,,G516H,,Transfers,,1,,375,6812,18.1653333333333,,0,0, ,z
14784,2017Q2,,S08000031,,G516H,,Transfers,,1,,628,8413,13.3964968152866,,0,0, ,z
14785,2017Q3,,S08000031,,G516H,,Transfers,,1,,496,6582,13.2701612903226,,0,0, ,z
14786,2017Q4,,S08000031,,G516H,,Transfers,,1,,507,6172,12.1735700197239,,0,0, ,z
14787,2018Q1,,S08000031,,G516H,,Transfers,,1,,584,8419,14.416095890411,,0,0, ,z
14788,2018Q2,,S08000031,,G516H,,Transfers,,1,,548,7956,14.5182481751825,,0,0, ,z
14789,2018Q3,,S08000031,,G516H,,Transfers,,1,,431,6350,14.7331786542923,,0,0, ,z
14790,2018Q4,,S08000031,,G516H,,Transfers,,1,,627,5807,9.2615629984051,,0,0, ,z
14791,2019Q1,,S08000031,,G516H,,Transfers,,1,,685,7579,11.0642335766423,,0,0, ,z
14792,2019Q2,,S08000031,,G516H,,Transfers,,1,,619,7323,11.8303715670436,,0,0, ,z
14793,2019Q3,,S08000031,,G516H,,Transfers,,1,,552,5725,10.3713768115942,,0,0, ,z
14794,2019Q4,,S08000031,,G516H,,Transfers,,1,,691,7303,10.5687409551375,,0,0, ,z
14795,2020Q1,,S08000031,,G516H,,Transfers,,1,,764,7869,10.2997382198953,,0,0, ,z
14796,2020Q2,,S08000031,,G516H,,Transfers,,1,,319,4121,12.9184952978056,,0,0, ,z
14797,2020Q3,,S08000031,,G516H,,Transfers,,1,,452,5030,11.1283185840708,,0,0, ,z
14798,2020Q4,,S08000031,,G516H,,Transfers,,1,,334,5894,17.6467065868263,,0,0, ,z
14799,2021Q1,,S08000031,,G516H,,Transfers,,1,,340,4804,14.1294117647059,,0,0, ,z
14800,2021Q2,p,S08000031,,G516H,,Transfers,,1,,427,5482,12.8384074941452,,0,0, ,z
14801,2016Q2,,S08000031,,G516H,,Transfers,,2,,226,3971,17.570796460177,,0,0, ,z
14802,2016Q3,,S08000031,,G516H,,Transfers,,2,,224,4419,19.7276785714286,,0,0, ,z
14803,2016Q4,,S08000031,,G516H,,Transfers,,2,,249,3587,14.4056224899598,,0,0, ,z
14804,2017Q1,,S08000031,,G516H,,Transfers,,2,,190,3981,20.9526315789474,,0,0, ,z
14805,2017Q2,,S08000031,,G516H,,Transfers,,2,,310,3885,12.5322580645161,,0,0, ,z
14806,2017Q3,,S08000031,,G516H,,Transfers,,2,,269,3832,14.2453531598513,,0,0, ,z
14807,2017Q4,,S08000031,,G516H,,Transfers,,2,,257,3788,14.7392996108949,,0,0, ,z
14808,2018Q1,,S08000031,,G516H,,Transfers,,2,,296,3798,12.8310810810811,,0,0, ,z
14809,2018Q2,,S08000031,,G516H,,Transfers,,2,,273,4080,14.9450549450549,,0,0, ,z
14810,2018Q3,,S08000031,,G516H,,Transfers,,2,,205,2442,11.9121951219512,,0,0, ,z
14811,2018Q4,,S08000031,,G516H,,Transfers,,2,,343,4087,11.9154518950437,,0,0, ,z
14812,2019Q1,,S08000031,,G516H,,Transfers,,2,,354,4257,12.0254237288136,,0,0, ,z
14813,2019Q2,,S08000031,,G516H,,Transfers,,2,,288,3450,11.9791666666667,,0,0, ,z
14814,2019Q3,,S08000031,,G516H,,Transfers,,2,,283,3016,10.6572438162544,,0,0, ,z
14815,2019Q4,,S08000031,,G516H,,Transfers,,2,,343,3684,10.7405247813411,,0,0, ,z
14816,2020Q1,,S08000031,,G516H,,Transfers,,2,,415,4645,11.1927710843374,,0,0, ,z
14817,2020Q2,,S08000031,,G516H,,Transfers,,2,,163,2269,13.920245398773,,0,0, ,z
14818,2020Q3,,S08000031,,G516H,,Transfers,,2,,236,2839,12.0296610169492,,0,0, ,z
14819,2020Q4,,S08000031,,G516H,,Transfers,,2,,177,2824,15.954802259887,,0,0, ,z
14820,2021Q1,,S08000031,,G516H,,Transfers,,2,,176,2872,16.3181818181818,,0,0, ,z
14821,2021Q2,p,S08000031,,G516H,,Transfers,,2,,218,3188,14.6238532110092,,0,0, ,z
14822,2016Q2,,S08000031,,G516H,,Transfers,,3,,151,2508,16.6092715231788,,0,0, ,z
14823,2016Q3,,S08000031,,G516H,,Transfers,,3,,138,2473,17.9202898550725,,0,0, ,z
14824,2016Q4,,S08000031,,G516H,,Transfers,,3,,131,2559,19.5343511450382,,0,0, ,z
14825,2017Q1,,S08000031,,G516H,,Transfers,,3,,107,1776,16.5981308411215,,0,0, ,z
14826,2017Q2,,S08000031,,G516H,,Transfers,,3,,171,2387,13.9590643274854,,0,0, ,z
14827,2017Q3,,S08000031,,G516H,,Transfers,,3,,139,1724,12.4028776978417,,0,0, ,z
14828,2017Q4,,S08000031,,G516H,,Transfers,,3,,183,2227,12.1693989071038,,0,0, ,z
14829,2018Q1,,S08000031,,G516H,,Transfers,,3,,219,2793,12.7534246575342,,0,0, ,z
14830,2018Q2,,S08000031,,G516H,,Transfers,,3,,190,2294,12.0736842105263,,0,0, ,z
14831,2018Q3,,S08000031,,G516H,,Transfers,,3,,131,1688,12.8854961832061,,0,0, ,z
14832,2018Q4,,S08000031,,G516H,,Transfers,,3,,190,1422,7.48421052631579,,0,0, ,z
14833,2019Q1,,S08000031,,G516H,,Transfers,,3,,190,2233,11.7526315789474,,0,0, ,z
14834,2019Q2,,S08000031,,G516H,,Transfers,,3,,203,2652,13.064039408867,,0,0, ,z
14835,2019Q3,,S08000031,,G516H,,Transfers,,3,,177,1885,10.6497175141243,,0,0, ,z
14836,2019Q4,,S08000031,,G516H,,Transfers,,3,,204,2469,12.1029411764706,,0,0, ,z
14837,2020Q1,,S08000031,,G516H,,Transfers,,3,,214,2745,12.8271028037383,,0,0, ,z
14838,2020Q2,,S08000031,,G516H,,Transfers,,3,,124,1755,14.1532258064516,,0,0, ,z
14839,2020Q3,,S08000031,,G516H,,Transfers,,3,,131,1518,11.587786259542,,0,0, ,z
14840,2020Q4,,S08000031,,G516H,,Transfers,,3,,104,1565,15.0480769230769,,0,0, ,z
14841,2021Q1,,S08000031,,G516H,,Transfers,,3,,116,1555,13.4051724137931,,0,0, ,z
14842,2021Q2,p,S08000031,,G516H,,Transfers,,3,,106,1389,13.1037735849057,,0,0, ,z
14843,2016Q2,,S08000031,,G516H,,Transfers,,4,,121,1873,15.4793388429752,,0,0, ,z
14844,2016Q3,,S08000031,,G516H,,Transfers,,4,,97,2007,20.6907216494845,,0,0, ,z
14845,2016Q4,,S08000031,,G516H,,Transfers,,4,,114,1831,16.0614035087719,,0,0, ,z
14846,2017Q1,,S08000031,,G516H,,Transfers,,4,,99,1706,17.2323232323232,,0,0, ,z
14847,2017Q2,,S08000031,,G516H,,Transfers,,4,,139,1910,13.7410071942446,,0,0, ,z
14848,2017Q3,,S08000031,,G516H,,Transfers,,4,,121,1942,16.0495867768595,,0,0, ,z
14849,2017Q4,,S08000031,,G516H,,Transfers,,4,,167,2393,14.3293413173653,,0,0, ,z
14850,2018Q1,,S08000031,,G516H,,Transfers,,4,,176,2320,13.1818181818182,,0,0, ,z
14851,2018Q2,,S08000031,,G516H,,Transfers,,4,,146,1783,12.2123287671233,,0,0, ,z
14852,2018Q3,,S08000031,,G516H,,Transfers,,4,,138,2032,14.7246376811594,,0,0, ,z
14853,2018Q4,,S08000031,,G516H,,Transfers,,4,,163,1692,10.3803680981595,,0,0, ,z
14854,2019Q1,,S08000031,,G516H,,Transfers,,4,,160,1911,11.94375,,0,0, ,z
14855,2019Q2,,S08000031,,G516H,,Transfers,,4,,121,1688,13.9504132231405,,0,0, ,z
14856,2019Q3,,S08000031,,G516H,,Transfers,,4,,140,1887,13.4785714285714,,0,0, ,z
14857,2019Q4,,S08000031,,G516H,,Transfers,,4,,167,1898,11.3652694610778,,0,0, ,z
14858,2020Q1,,S08000031,,G516H,,Transfers,,4,,218,2379,10.9128440366972,,0,0, ,z
14859,2020Q2,,S08000031,,G516H,,Transfers,,4,,100,1518,15.18,,0,0, ,z
14860,2020Q3,,S08000031,,G516H,,Transfers,,4,,119,1623,13.6386554621849,,0,0, ,z
14861,2020Q4,,S08000031,,G516H,,Transfers,,4,,81,1049,12.9506172839506,,0,0, ,z
14862,2021Q1,,S08000031,,G516H,,Transfers,,4,,97,1343,13.8453608247423,,0,0, ,z
14863,2021Q2,p,S08000031,,G516H,,Transfers,,4,,130,1769,13.6076923076923,,0,0, ,z
14864,2016Q2,,S08000031,,G516H,,Transfers,,5,,200,3381,16.905,,0,0, ,z
14865,2016Q3,,S08000031,,G516H,,Transfers,,5,,189,3959,20.9470899470899,,0,0, ,z
14866,2016Q4,,S08000031,,G516H,,Transfers,,5,,170,3411,20.0647058823529,,0,0, ,z
14867,2017Q1,,S08000031,,G516H,,Transfers,,5,,182,4084,22.4395604395604,,0,0, ,z
14868,2017Q2,,S08000031,,G516H,,Transfers,,5,,202,3310,16.3861386138614,,0,0, ,z
14869,2017Q3,,S08000031,,G516H,,Transfers,,5,,212,3373,15.9103773584906,,0,0, ,z
14870,2017Q4,,S08000031,,G516H,,Transfers,,5,,245,3344,13.6489795918367,,0,0, ,z
14871,2018Q1,,S08000031,,G516H,,Transfers,,5,,310,4186,13.5032258064516,,0,0, ,z
14872,2018Q2,,S08000031,,G516H,,Transfers,,5,,256,3633,14.19140625,,0,0, ,z
14873,2018Q3,,S08000031,,G516H,,Transfers,,5,,193,2963,15.3523316062176,,0,0, ,z
14874,2018Q4,,S08000031,,G516H,,Transfers,,5,,299,3110,10.4013377926421,,0,0, ,z
14875,2019Q1,,S08000031,,G516H,,Transfers,,5,,371,4222,11.3800539083558,,0,0, ,z
14876,2019Q2,,S08000031,,G516H,,Transfers,,5,,297,3630,12.2222222222222,,0,0, ,z
14877,2019Q3,,S08000031,,G516H,,Transfers,,5,,281,2846,10.1281138790036,,0,0, ,z
14878,2019Q4,,S08000031,,G516H,,Transfers,,5,,328,3993,12.1737804878049,,0,0, ,z
14879,2020Q1,,S08000031,,G516H,,Transfers,,5,,313,3996,12.7667731629393,,0,0, ,z
14880,2020Q2,,S08000031,,G516H,,Transfers,,5,,164,2198,13.4024390243902,,0,0, ,z
14881,2020Q3,,S08000031,,G516H,,Transfers,,5,,190,2099,11.0473684210526,,0,0, ,z
14882,2020Q4,,S08000031,,G516H,,Transfers,,5,,148,2181,14.7364864864865,,0,0, ,z
14883,2021Q1,,S08000031,,G516H,,Transfers,,5,,177,3100,17.5141242937853,,0,0, ,z
14884,2021Q2,p,S08000031,,G516H,,Transfers,,5,,220,2652,12.0545454545455,,0,0, ,z
14885,2016Q3,,S08000031,,G516H,,Transfers,, ,:,5,89,17.8,,0,0, ,z
14886,2016Q4,,S08000031,,G516H,,Transfers,, ,:,5,127,25.4,,0,0, ,z
14887,2017Q1,,S08000031,,G516H,,Transfers,, ,:,5,119,23.8,,0,0, ,z
14888,2017Q2,,S08000031,,G516H,,Transfers,, ,:,10,20,2,,0,0, ,z
14889,2017Q3,,S08000031,,G516H,,Transfers,, ,:,10,40,4,,0,0, ,z
14890,2017Q4,,S08000031,,G516H,,Transfers,, ,:,5,7,1.4,,0,0, ,z
14891,2018Q1,,S08000031,,G516H,,Transfers,, ,:,0,0, ,z,0,0, ,z
14892,2018Q4,,S08000031,,G516H,,Transfers,, ,:,5,8,1.6,,0,0, ,z
14893,2019Q1,,S08000031,,G516H,,Transfers,, ,:,11,104,9.45454545454546,,0,0, ,z
14894,2019Q2,,S08000031,,G516H,,Transfers,, ,:,0,5, ,z,0,0, ,z
14895,2019Q3,,S08000031,,G516H,,Transfers,, ,:,10,8,0.8,,0,0, ,z
14896,2019Q4,,S08000031,,G516H,,Transfers,, ,:,10,138,13.8,,0,0, ,z
14897,2020Q1,,S08000031,,G516H,,Transfers,, ,:,10,46,4.6,,0,0, ,z
14898,2020Q3,,S08000031,,G516H,,Transfers,, ,:,5,6,1.2,,0,0, ,z
14899,2021Q1,,S08000031,,G516H,,Transfers,, ,:,0,17, ,z,0,0, ,z
14900,2021Q2,p,S08000031,,G516H,,Transfers,, ,:,5,32,6.4,,0,0, ,z
14901,2016Q2,,S08000022,,H212H,,Transfers,,1,,10,69,6.9,,0,0, ,z
14902,2016Q3,,S08000022,,H212H,,Transfers,,1,,10,108,10.8,,0,0, ,z
14903,2016Q4,,S08000022,,H212H,,Transfers,,1,,0,14, ,z,0,0, ,z
14904,2017Q1,,S08000022,,H212H,,Transfers,,1,,10,178,17.8,,0,0, ,z
14905,2017Q2,,S08000022,,H212H,,Transfers,,1,,10,82,8.2,,0,0, ,z
14906,2017Q3,,S08000022,,H212H,,Transfers,,1,,13,127,9.76923076923077,,0,0, ,z
14907,2017Q4,,S08000022,,H212H,,Transfers,,1,,10,84,8.4,,0,0, ,z
14908,2018Q1,,S08000022,,H212H,,Transfers,,1,,5,32,6.4,,0,0, ,z
14909,2018Q2,,S08000022,,H212H,,Transfers,,1,,10,74,7.4,,0,0, ,z
14910,2018Q3,,S08000022,,H212H,,Transfers,,1,,10,125,12.5,,0,0, ,z
14911,2018Q4,,S08000022,,H212H,,Transfers,,1,,13,201,15.4615384615385,,0,0, ,z
14912,2019Q1,,S08000022,,H212H,,Transfers,,1,,5,52,10.4,,0,0, ,z
14913,2019Q2,,S08000022,,H212H,,Transfers,,1,,5,148,29.6,,0,0, ,z
14914,2019Q3,,S08000022,,H212H,,Transfers,,1,,11,128,11.6363636363636,,0,0, ,z
14915,2019Q4,,S08000022,,H212H,,Transfers,,1,,10,70,7,,0,0, ,z
14916,2020Q1,,S08000022,,H212H,,Transfers,,1,,14,291,20.7857142857143,,0,0, ,z
14917,2020Q2,,S08000022,,H212H,,Transfers,,1,,5,38,7.6,,0,0, ,z
14918,2020Q3,,S08000022,,H212H,,Transfers,,1,,5,106,21.2,,0,0, ,z
14919,2020Q4,,S08000022,,H212H,,Transfers,,1,,10,110,11,,0,0, ,z
14920,2021Q1,,S08000022,,H212H,,Transfers,,1,,10,80,8,,0,0, ,z
14921,2021Q2,p,S08000022,,H212H,,Transfers,,1,,5,64,12.8,,0,0, ,z
14922,2016Q2,,S08000022,,H212H,,Transfers,,2,,22,431,19.5909090909091,,0,0, ,z
14923,2016Q3,,S08000022,,H212H,,Transfers,,2,,22,259,11.7727272727273,,0,0, ,z
14924,2016Q4,,S08000022,,H212H,,Transfers,,2,,27,280,10.3703703703704,,0,0, ,z
14925,2017Q1,,S08000022,,H212H,,Transfers,,2,,17,168,9.88235294117647,,0,0, ,z
14926,2017Q2,,S08000022,,H212H,,Transfers,,2,,18,88,4.88888888888889,,0,0, ,z
14927,2017Q3,,S08000022,,H212H,,Transfers,,2,,29,91,3.13793103448276,,0,0, ,z
14928,2017Q4,,S08000022,,H212H,,Transfers,,2,,25,289,11.56,,0,0, ,z
14929,2018Q1,,S08000022,,H212H,,Transfers,,2,,10,79,7.9,,0,0, ,z
14930,2018Q2,,S08000022,,H212H,,Transfers,,2,,11,138,12.5454545454545,,0,0, ,z
14931,2018Q3,,S08000022,,H212H,,Transfers,,2,,15,148,9.86666666666667,,0,0, ,z
14932,2018Q4,,S08000022,,H212H,,Transfers,,2,,15,107,7.13333333333333,,0,0, ,z
14933,2019Q1,,S08000022,,H212H,,Transfers,,2,,10,236,23.6,,0,0, ,z
14934,2019Q2,,S08000022,,H212H,,Transfers,,2,,10,107,10.7,,0,0, ,z
14935,2019Q3,,S08000022,,H212H,,Transfers,,2,,10,278,27.8,,0,0, ,z
14936,2019Q4,,S08000022,,H212H,,Transfers,,2,,15,82,5.46666666666667,,0,0, ,z
14937,2020Q1,,S08000022,,H212H,,Transfers,,2,,20,244,12.2,,0,0, ,z
14938,2020Q2,,S08000022,,H212H,,Transfers,,2,,10,230,23,,0,0, ,z
14939,2020Q3,,S08000022,,H212H,,Transfers,,2,,10,153,15.3,,0,0, ,z
14940,2020Q4,,S08000022,,H212H,,Transfers,,2,,25,210,8.4,,0,0, ,z
14941,2021Q1,,S08000022,,H212H,,Transfers,,2,,20,198,9.9,,0,0, ,z
14942,2021Q2,p,S08000022,,H212H,,Transfers,,2,,15,100,6.66666666666667,,0,0, ,z
14943,2016Q2,,S08000022,,H212H,,Transfers,,3,,45,297,6.6,,0,0, ,z
14944,2016Q3,,S08000022,,H212H,,Transfers,,3,,48,544,11.3333333333333,,0,0, ,z
14945,2016Q4,,S08000022,,H212H,,Transfers,,3,,50,406,8.12,,0,0, ,z
14946,2017Q1,,S08000022,,H212H,,Transfers,,3,,62,646,10.4193548387097,,0,0, ,z
14947,2017Q2,,S08000022,,H212H,,Transfers,,3,,40,528,13.2,,0,0, ,z
14948,2017Q3,,S08000022,,H212H,,Transfers,,3,,55,497,9.03636363636364,,0,0, ,z
14949,2017Q4,,S08000022,,H212H,,Transfers,,3,,54,881,16.3148148148148,,0,0, ,z
14950,2018Q1,,S08000022,,H212H,,Transfers,,3,,50,833,16.66,,0,0, ,z
14951,2018Q2,,S08000022,,H212H,,Transfers,,3,,65,539,8.29230769230769,,0,0, ,z
14952,2018Q3,,S08000022,,H212H,,Transfers,,3,,60,714,11.9,,0,0, ,z
14953,2018Q4,,S08000022,,H212H,,Transfers,,3,,50,360,7.2,,0,0, ,z
14954,2019Q1,,S08000022,,H212H,,Transfers,,3,,40,433,10.825,,0,0, ,z
14955,2019Q2,,S08000022,,H212H,,Transfers,,3,,52,883,16.9807692307692,,0,0, ,z
14956,2019Q3,,S08000022,,H212H,,Transfers,,3,,66,858,13,,0,0, ,z
14957,2019Q4,,S08000022,,H212H,,Transfers,,3,,50,760,15.2,,0,0, ,z
