id,week_ending,hb,hbqf,admission_type,admission_type_qf,specialty,specialty_qf,number_admissions,average20182019,percent_variation
19130,20201213,S08000029,,Emergency,,Medical (incl. Cardiology & Cancer),,401,468,-14.3
19131,20201213,S08000029,,Emergency,,Paediatrics (medical & surgical),,52,138.5,-62.5
19132,20201213,S08000029,,Emergency,,Paediatrics (medical),,52,138,-62.3
19134,20201213,S08000030,,Emergency,,Accident & Emergency,,77,77.5,-0.6
19135,20201213,S08000030,,Emergency,,All,d,934,1028,-9.1
19136,20201213,S08000030,,Emergency,,Cancer,,15,20.5,-26.8
19137,20201213,S08000030,,Emergency,,Cardiology,,20,24.5,-18.4
19138,20201213,S08000030,,Emergency,,Gynaecology,,10,18.5,-45.9
19139,20201213,S08000030,,Emergency,,Medical (excl. Cardiology & Cancer),,517,511,1.2
19140,20201213,S08000030,,Emergency,,Medical (incl. Cardiology & Cancer),,552,556,-0.7
19141,20201213,S08000030,,Emergency,,Paediatrics (medical & surgical),,95,137,-30.7
19142,20201213,S08000030,,Emergency,,Paediatrics (medical),,95,136.5,-30.4
19143,20201213,S08000030,,Emergency,,Surgery,,199,227.5,-12.5
19144,20201213,S08000031,,Emergency,,Accident & Emergency,,38,37.5,1.3
19145,20201213,S08000031,,Emergency,,All,d,2218,2697.5,-17.8
19146,20201213,S08000031,,Emergency,,Cancer,,19,23.5,-19.1
19147,20201213,S08000031,,Emergency,,Cardiology,,63,92,-31.5
19148,20201213,S08000031,,Emergency,,Gynaecology,,25,35.5,-29.6
19149,20201213,S08000031,,Emergency,,Medical (excl. Cardiology & Cancer),,1357,1547.5,-12.3
19150,20201213,S08000031,,Emergency,,Medical (incl. Cardiology & Cancer),,1439,1663,-13.5
19151,20201213,S08000031,,Emergency,,Paediatrics (medical & surgical),,159,283.5,-43.9
19152,20201213,S08000031,,Emergency,,Paediatrics (medical),,140,269.5,-48.1
19153,20201213,S08000031,,Emergency,,Paediatrics (surgical),,19,14,35.7
19154,20201213,S08000031,,Emergency,,Surgery,,557,677.5,-17.8
19155,20201213,S08000032,,Emergency,,Accident & Emergency,,7,5,40
19156,20201213,S08000032,,Emergency,,All,d,1174,1460,-19.6
19157,20201213,S08000032,,Emergency,,Cardiology,,55,75.5,-27.2
19158,20201213,S08000032,,Emergency,,Gynaecology,,22,24.5,-10.2
19159,20201213,S08000032,,Emergency,,Medical (excl. Cardiology & Cancer),,761,870,-12.5
19160,20201213,S08000032,,Emergency,,Medical (incl. Cardiology & Cancer),,816,945.5,-13.7
19161,20201213,S08000032,,Emergency,,Paediatrics (medical & surgical),,61,157.5,-61.3
19162,20201213,S08000032,,Emergency,,Paediatrics (medical),,61,157.5,-61.3
19163,20201213,S08000032,,Emergency,,Surgery,,268,327.5,-18.2
19164,20201213,S92000003,d,Emergency,,Accident & Emergency,,427,391,9.2
19165,20201213,S92000003,d,Emergency,,All,d,10255,12218.5,-16.1
19166,20201213,S92000003,d,Emergency,,Cancer,,107,144,-25.7
19167,20201213,S92000003,d,Emergency,,Cardiology,,252,335,-24.8
19168,20201213,S92000003,d,Emergency,,Community,,147,179,-17.9
19169,20201213,S92000003,d,Emergency,,Gynaecology,,164,180,-8.9
19240,20201220,S08000025,,Emergency,,Surgery,,14,9.5,47.4
19170,20201213,S92000003,d,Emergency,,Medical (excl. Cardiology & Cancer),,5841,6512,-10.3
19171,20201213,S92000003,d,Emergency,,Medical (incl. Cardiology & Cancer),,6200,6991,-11.3
19172,20201213,S92000003,d,Emergency,,Paediatrics (medical & surgical),,835,1610.5,-48.2
19173,20201213,S92000003,d,Emergency,,Paediatrics (medical),,786,1569.5,-49.9
19174,20201213,S92000003,d,Emergency,,Paediatrics (surgical),,49,41,19.5
19175,20201213,S92000003,d,Emergency,,Surgery,,2482,2864,-13.3
19176,20201220,S08000015,,Emergency,,Accident & Emergency,,7,26,-73.1
19177,20201220,S08000015,,Emergency,,All,d,821,1106,-25.8
19178,20201220,S08000015,,Emergency,,Cardiology,,13,18,-27.8
19179,20201220,S08000015,,Emergency,,Medical (excl. Cardiology & Cancer),,557,646.5,-13.8
19180,20201220,S08000015,,Emergency,,Medical (incl. Cardiology & Cancer),,570,664.5,-14.2
19181,20201220,S08000015,,Emergency,,Paediatrics (medical & surgical),,64,190.5,-66.4
19182,20201220,S08000015,,Emergency,,Paediatrics (medical),,64,190.5,-66.4
19183,20201220,S08000015,,Emergency,,Surgery,,180,225,-20
19184,20201220,S08000016,,Emergency,,All,d,171,253.5,-32.5
19185,20201220,S08000016,,Emergency,,Cardiology,,11,6.5,69.2
19186,20201220,S08000016,,Emergency,,Medical (excl. Cardiology & Cancer),,107,139,-23
19187,20201220,S08000016,,Emergency,,Medical (incl. Cardiology & Cancer),,118,145.5,-18.9
19188,20201220,S08000016,,Emergency,,Paediatrics (medical & surgical),,23,41,-43.9
19189,20201220,S08000016,,Emergency,,Paediatrics (medical),,23,41,-43.9
19190,20201220,S08000016,,Emergency,,Surgery,,30,58,-48.3
19191,20201220,S08000017,,Emergency,,All,d,324,407.5,-20.5
19192,20201220,S08000017,,Emergency,,Community,,17,24.5,-30.6
19193,20201220,S08000017,,Emergency,,Gynaecology,,12,16,-25
19194,20201220,S08000017,,Emergency,,Medical (excl. Cardiology & Cancer),,187,228.5,-18.2
19195,20201220,S08000017,,Emergency,,Medical (incl. Cardiology & Cancer),,190,230.5,-17.6
19196,20201220,S08000017,,Emergency,,Paediatrics (medical & surgical),,36,56.5,-36.3
19197,20201220,S08000017,,Emergency,,Paediatrics (medical),,36,56.5,-36.3
19198,20201220,S08000017,,Emergency,,Surgery,,69,80,-13.8
19199,20201220,S08000019,,Emergency,,All,d,600,1024,-41.4
19200,20201220,S08000019,,Emergency,,Gynaecology,,13,33,-60.6
19201,20201220,S08000019,,Emergency,,Medical (excl. Cardiology & Cancer),,379,637.5,-40.5
19202,20201220,S08000019,,Emergency,,Medical (incl. Cardiology & Cancer),,381,642.5,-40.7
19203,20201220,S08000019,,Emergency,,Paediatrics (medical & surgical),,61,130,-53.1
19241,20201220,S08000026,,Emergency,,All,d,43,38.5,11.7
19204,20201220,S08000019,,Emergency,,Paediatrics (medical),,61,130,-53.1
19205,20201220,S08000019,,Emergency,,Surgery,,141,208.5,-32.4
19206,20201220,S08000020,,Emergency,,Accident & Emergency,,34,54.5,-37.6
19207,20201220,S08000020,,Emergency,,All,d,876,1098.5,-20.3
19208,20201220,S08000020,,Emergency,,Cancer,,16,24,-33.3
19209,20201220,S08000020,,Emergency,,Cardiology,,32,32,0
19210,20201220,S08000020,,Emergency,,Community,,24,51,-52.9
19211,20201220,S08000020,,Emergency,,Gynaecology,,5,10,-50
19212,20201220,S08000020,,Emergency,,Medical (excl. Cardiology & Cancer),,425,483,-12
19213,20201220,S08000020,,Emergency,,Medical (incl. Cardiology & Cancer),,473,539,-12.2
19214,20201220,S08000020,,Emergency,,Paediatrics (medical & surgical),,78,162.5,-52
19215,20201220,S08000020,,Emergency,,Paediatrics (medical),,72,149.5,-51.8
19216,20201220,S08000020,,Emergency,,Paediatrics (surgical),,6,13,-53.8
19217,20201220,S08000020,,Emergency,,Surgery,,262,280.5,-6.6
19218,20201220,S08000022,,Emergency,,All,d,567,656,-13.6
19219,20201220,S08000022,,Emergency,,Community,,63,88,-28.4
19220,20201220,S08000022,,Emergency,,Gynaecology,,17,18,-5.6
19221,20201220,S08000022,,Emergency,,Medical (excl. Cardiology & Cancer),,290,314,-7.6
19222,20201220,S08000022,,Emergency,,Medical (incl. Cardiology & Cancer),,295,319.5,-7.7
19223,20201220,S08000022,,Emergency,,Paediatrics (medical & surgical),,53,73,-27.4
19224,20201220,S08000022,,Emergency,,Paediatrics (medical),,51,73,-30.1
19225,20201220,S08000022,,Emergency,,Surgery,,139,157.5,-11.7
19226,20201220,S08000024,,Emergency,,Accident & Emergency,,200,124,61.3
19227,20201220,S08000024,,Emergency,,All,d,1658,1850.5,-10.4
19228,20201220,S08000024,,Emergency,,Cancer,,66,69,-4.3
19229,20201220,S08000024,,Emergency,,Cardiology,,37,42,-11.9
19230,20201220,S08000024,,Emergency,,Gynaecology,,23,30,-23.3
19231,20201220,S08000024,,Emergency,,Medical (excl. Cardiology & Cancer),,859,946.5,-9.2
19232,20201220,S08000024,,Emergency,,Medical (incl. Cardiology & Cancer),,962,1057.5,-9
19233,20201220,S08000024,,Emergency,,Paediatrics (medical & surgical),,108,189.5,-43
19234,20201220,S08000024,,Emergency,,Paediatrics (medical),,97,173,-43.9
19235,20201220,S08000024,,Emergency,,Paediatrics (surgical),,11,16.5,-33.3
19236,20201220,S08000024,,Emergency,,Surgery,,364,449.5,-19
19237,20201220,S08000025,,Emergency,,All,d,30,39.5,-24.1
19238,20201220,S08000025,,Emergency,,Medical (excl. Cardiology & Cancer),,16,30,-46.7
19239,20201220,S08000025,,Emergency,,Medical (incl. Cardiology & Cancer),,16,30,-46.7
19242,20201220,S08000026,,Emergency,,Medical (excl. Cardiology & Cancer),,21,28,-25
19243,20201220,S08000026,,Emergency,,Medical (incl. Cardiology & Cancer),,21,28,-25
19244,20201220,S08000026,,Emergency,,Surgery,,22,10.5,109.5
19245,20201220,S08000028,,Emergency,,All,d,55,55,0
19246,20201220,S08000028,,Emergency,,Community,,8,9.5,-15.8
19247,20201220,S08000028,,Emergency,,Medical (excl. Cardiology & Cancer),,28,28,0
19248,20201220,S08000028,,Emergency,,Medical (incl. Cardiology & Cancer),,28,28,0
19249,20201220,S08000028,,Emergency,,Surgery,,17,14,21.4
19250,20201220,S08000029,,Emergency,,Accident & Emergency,,62,65,-4.6
26501,20200322,S08000022,,Planned,,All,d,81,177,-54.2
26502,20200322,S08000022,,Planned,,Community,,19,15.5,22.6
26503,20200322,S08000022,,Planned,,Medical (excl. Cardiology & Cancer),,23,39.5,-41.8
26504,20200322,S08000022,,Planned,,Medical (incl. Cardiology & Cancer),,31,52.5,-41
26505,20200322,S08000022,,Planned,,Paediatrics (medical & surgical),,6,9,-33.3
26506,20200322,S08000022,,Planned,,Paediatrics (medical),,6,9,-33.3
26507,20200322,S08000022,,Planned,,Surgery,,22,93,-76.3
26508,20200322,S08000024,,Planned,,All,d,346,584.5,-40.8
26509,20200322,S08000024,,Planned,,Cancer,,43,39,10.3
26510,20200322,S08000024,,Planned,,Cardiology,,49,43.5,12.6
26511,20200322,S08000024,,Planned,,Gynaecology,,13,33,-60.6
26512,20200322,S08000024,,Planned,,Medical (excl. Cardiology & Cancer),,67,89.5,-25.1
26513,20200322,S08000024,,Planned,,Medical (incl. Cardiology & Cancer),,159,172,-7.6
26514,20200322,S08000024,,Planned,,Paediatrics (medical & surgical),,19,25,-24
26515,20200322,S08000024,,Planned,,Paediatrics (medical),,13,18.5,-29.7
26516,20200322,S08000024,,Planned,,Paediatrics (surgical),,6,6.5,-7.7
26517,20200322,S08000024,,Planned,,Surgery,,155,349.5,-55.7
26518,20200322,S08000028,,Planned,,All,d,12,15.5,-22.6
26519,20200322,S08000028,,Planned,,Surgery,,8,12,-33.3
26520,20200322,S08000029,,Planned,,All,d,38,127,-70.1
26521,20200322,S08000029,,Planned,,Medical (excl. Cardiology & Cancer),,10,14.5,-31
26522,20200322,S08000029,,Planned,,Medical (incl. Cardiology & Cancer),,15,19,-21.1
26523,20200322,S08000029,,Planned,,Surgery,,15,85,-82.4
26524,20200322,S08000030,,Planned,,All,d,155,249.5,-37.9
26525,20200322,S08000030,,Planned,,Cancer,,9,4.5,100
26526,20200322,S08000030,,Planned,,Cardiology,,9,9.5,-5.3
26527,20200322,S08000030,,Planned,,Community,,5,3,66.7
26528,20200322,S08000030,,Planned,,Gynaecology,,21,24,-12.5
26565,20200329,S08000015,,Planned,,Paediatrics (medical),,7,6,16.7
19267,20201220,S08000030,,Emergency,,Paediatrics (medical & surgical),,83,144.5,-42.6
19268,20201220,S08000030,,Emergency,,Paediatrics (medical),,83,144.5,-42.6
19269,20201220,S08000030,,Emergency,,Surgery,,210,247.5,-15.2
19270,20201220,S08000031,,Emergency,,Accident & Emergency,,15,45.5,-67
19271,20201220,S08000031,,Emergency,,All,d,2164,2830.5,-23.5
19272,20201220,S08000031,,Emergency,,Cancer,,23,37.5,-38.7
19273,20201220,S08000031,,Emergency,,Cardiology,,56,88.5,-36.7
19274,20201220,S08000031,,Emergency,,Gynaecology,,34,35.5,-4.2
19275,20201220,S08000031,,Emergency,,Medical (excl. Cardiology & Cancer),,1343,1623.5,-17.3
19276,20201220,S08000031,,Emergency,,Medical (incl. Cardiology & Cancer),,1422,1749.5,-18.7
19277,20201220,S08000031,,Emergency,,Paediatrics (medical & surgical),,159,270,-41.1
19278,20201220,S08000031,,Emergency,,Paediatrics (medical),,136,256.5,-47
19279,20201220,S08000031,,Emergency,,Paediatrics (surgical),,23,13.5,70.4
19280,20201220,S08000031,,Emergency,,Surgery,,534,730,-26.8
19281,20201220,S08000032,,Emergency,,Accident & Emergency,,11,5,120
19282,20201220,S08000032,,Emergency,,All,d,1120,1573,-28.8
19283,20201220,S08000032,,Emergency,,Cardiology,,65,75.5,-13.9
19284,20201220,S08000032,,Emergency,,Gynaecology,,13,17.5,-25.7
19285,20201220,S08000032,,Emergency,,Medical (excl. Cardiology & Cancer),,730,929.5,-21.5
19286,20201220,S08000032,,Emergency,,Medical (incl. Cardiology & Cancer),,795,1005,-20.9
19287,20201220,S08000032,,Emergency,,Paediatrics (medical & surgical),,67,167,-59.9
19288,20201220,S08000032,,Emergency,,Paediatrics (medical),,67,167,-59.9
19289,20201220,S08000032,,Emergency,,Surgery,,234,378.5,-38.2
19290,20201220,S92000003,d,Emergency,,Accident & Emergency,,404,403,0.2
19291,20201220,S92000003,d,Emergency,,All,d,10097,12878.5,-21.6
19292,20201220,S92000003,d,Emergency,,Cancer,,119,154.5,-23
19293,20201220,S92000003,d,Emergency,,Cardiology,,267,318.5,-16.2
19294,20201220,S92000003,d,Emergency,,Community,,123,207.5,-40.7
19295,20201220,S92000003,d,Emergency,,Gynaecology,,159,188,-15.4
19296,20201220,S92000003,d,Emergency,,Medical (excl. Cardiology & Cancer),,5857,7036.5,-16.8
19297,20201220,S92000003,d,Emergency,,Medical (incl. Cardiology & Cancer),,6243,7509.5,-16.9
19298,20201220,S92000003,d,Emergency,,Paediatrics (medical & surgical),,799,1547.5,-48.4
19299,20201220,S92000003,d,Emergency,,Paediatrics (medical),,757,1504,-49.7
19300,20201220,S92000003,d,Emergency,,Paediatrics (surgical),,42,43.5,-3.4
19301,20201220,S92000003,d,Emergency,,Surgery,,2369,3022,-21.6
19302,20201227,S08000015,,Emergency,,Accident & Emergency,,12,27,-55.6
19303,20201227,S08000015,,Emergency,,All,d,669,991.5,-32.5
19304,20201227,S08000015,,Emergency,,Cardiology,,7,14.5,-51.7
19305,20201227,S08000015,,Emergency,,Medical (excl. Cardiology & Cancer),,455,597,-23.8
19306,20201227,S08000015,,Emergency,,Medical (incl. Cardiology & Cancer),,462,611.5,-24.4
19307,20201227,S08000015,,Emergency,,Paediatrics (medical & surgical),,41,141,-70.9
19308,20201227,S08000015,,Emergency,,Paediatrics (medical),,41,141,-70.9
19309,20201227,S08000015,,Emergency,,Surgery,,154,212,-27.4
19310,20201227,S08000016,,Emergency,,All,d,147,242,-39.3
19311,20201227,S08000016,,Emergency,,Medical (excl. Cardiology & Cancer),,100,147.5,-32.2
19312,20201227,S08000016,,Emergency,,Medical (incl. Cardiology & Cancer),,104,151.5,-31.4
19313,20201227,S08000016,,Emergency,,Paediatrics (medical & surgical),,12,30.5,-60.7
19314,20201227,S08000016,,Emergency,,Paediatrics (medical),,12,30.5,-60.7
19315,20201227,S08000016,,Emergency,,Surgery,,29,55.5,-47.7
19316,20201227,S08000017,,Emergency,,All,d,295,342.5,-13.9
19317,20201227,S08000017,,Emergency,,Gynaecology,,6,18,-66.7
19318,20201227,S08000017,,Emergency,,Medical (excl. Cardiology & Cancer),,187,183,2.2
19319,20201227,S08000017,,Emergency,,Medical (incl. Cardiology & Cancer),,191,184.5,3.5
19320,20201227,S08000017,,Emergency,,Paediatrics (medical & surgical),,23,43.5,-47.1
19321,20201227,S08000017,,Emergency,,Paediatrics (medical),,23,43.5,-47.1
19322,20201227,S08000017,,Emergency,,Surgery,,74,75,-1.3
19323,20201227,S08000019,,Emergency,,All,d,536,933.5,-42.6
19324,20201227,S08000019,,Emergency,,Gynaecology,,9,25.5,-64.7
19325,20201227,S08000019,,Emergency,,Medical (excl. Cardiology & Cancer),,344,573.5,-40
19326,20201227,S08000019,,Emergency,,Medical (incl. Cardiology & Cancer),,346,576.5,-40
19327,20201227,S08000019,,Emergency,,Paediatrics (medical & surgical),,41,137.5,-70.2
19328,20201227,S08000019,,Emergency,,Paediatrics (medical),,41,137.5,-70.2
19329,20201227,S08000019,,Emergency,,Surgery,,138,182,-24.2
19330,20201227,S08000020,,Emergency,,Accident & Emergency,,19,51.5,-63.1
19331,20201227,S08000020,,Emergency,,All,d,865,1042.5,-17
19332,20201227,S08000020,,Emergency,,Cancer,,16,21.5,-25.6
19333,20201227,S08000020,,Emergency,,Cardiology,,35,37.5,-6.7
19334,20201227,S08000020,,Emergency,,Community,,24,44.5,-46.1
19335,20201227,S08000020,,Emergency,,Gynaecology,,9,9.5,-5.3
19336,20201227,S08000020,,Emergency,,Medical (excl. Cardiology & Cancer),,436,493,-11.6
19337,20201227,S08000020,,Emergency,,Medical (incl. Cardiology & Cancer),,487,552,-11.8
19338,20201227,S08000020,,Emergency,,Paediatrics (medical & surgical),,74,128,-42.2
19339,20201227,S08000020,,Emergency,,Paediatrics (medical),,69,116,-40.5
19340,20201227,S08000020,,Emergency,,Paediatrics (surgical),,5,12,-58.3
19341,20201227,S08000020,,Emergency,,Surgery,,252,256.5,-1.8
19342,20201227,S08000022,,Emergency,,All,d,476,609.5,-21.9
19343,20201227,S08000022,,Emergency,,Cardiology,,6,2,200
19344,20201227,S08000022,,Emergency,,Community,,56,85.5,-34.5
19345,20201227,S08000022,,Emergency,,Gynaecology,,8,12.5,-36
19346,20201227,S08000022,,Emergency,,Medical (excl. Cardiology & Cancer),,236,288,-18.1
19347,20201227,S08000022,,Emergency,,Medical (incl. Cardiology & Cancer),,242,291.5,-17
19348,20201227,S08000022,,Emergency,,Paediatrics (medical & surgical),,37,87.5,-57.7
19349,20201227,S08000022,,Emergency,,Paediatrics (medical),,37,87.5,-57.7
19350,20201227,S08000022,,Emergency,,Surgery,,133,132.5,0.4
19351,20201227,S08000024,,Emergency,,Accident & Emergency,,159,132,20.5
19352,20201227,S08000024,,Emergency,,All,d,1527,1767.5,-13.6
19353,20201227,S08000024,,Emergency,,Cancer,,60,50.5,18.8
19354,20201227,S08000024,,Emergency,,Cardiology,,33,43,-23.3
19355,20201227,S08000024,,Emergency,,Gynaecology,,13,24.5,-46.9
19356,20201227,S08000024,,Emergency,,Medical (excl. Cardiology & Cancer),,827,938.5,-11.9
19357,20201227,S08000024,,Emergency,,Medical (incl. Cardiology & Cancer),,920,1032,-10.9
19358,20201227,S08000024,,Emergency,,Paediatrics (medical & surgical),,80,159,-49.7
19359,20201227,S08000024,,Emergency,,Paediatrics (medical),,76,144.5,-47.4
19360,20201227,S08000024,,Emergency,,Surgery,,352,419.5,-16.1
19361,20201227,S08000025,,Emergency,,All,d,37,23,60.9
19362,20201227,S08000025,,Emergency,,Medical (excl. Cardiology & Cancer),,22,13,69.2
19363,20201227,S08000025,,Emergency,,Medical (incl. Cardiology & Cancer),,22,13,69.2
19364,20201227,S08000025,,Emergency,,Surgery,,14,10,40
19365,20201227,S08000026,,Emergency,,All,d,23,31,-25.8
19366,20201227,S08000026,,Emergency,,Medical (excl. Cardiology & Cancer),,15,21,-28.6
19367,20201227,S08000026,,Emergency,,Medical (incl. Cardiology & Cancer),,15,21,-28.6
19368,20201227,S08000026,,Emergency,,Surgery,,8,10,-20
19369,20201227,S08000028,,Emergency,,All,d,63,66.5,-5.3
19370,20201227,S08000028,,Emergency,,Community,,8,9,-11.1
19371,20201227,S08000028,,Emergency,,Medical (excl. Cardiology & Cancer),,39,38.5,1.3
19372,20201227,S08000028,,Emergency,,Medical (incl. Cardiology & Cancer),,39,38.5,1.3
19373,20201227,S08000028,,Emergency,,Surgery,,15,16.5,-9.1
19374,20201227,S08000029,,Emergency,,Accident & Emergency,,46,70,-34.3
19375,20201227,S08000029,,Emergency,,All,d,635,836,-24
19376,20201227,S08000029,,Emergency,,Cardiology,,28,21,33.3
19377,20201227,S08000029,,Emergency,,Gynaecology,,20,12,66.7
19378,20201227,S08000029,,Emergency,,Medical (excl. Cardiology & Cancer),,341,466.5,-26.9
19379,20201227,S08000029,,Emergency,,Medical (incl. Cardiology & Cancer),,369,488,-24.4
19380,20201227,S08000029,,Emergency,,Paediatrics (medical & surgical),,42,105.5,-60.2
19381,20201227,S08000029,,Emergency,,Paediatrics (medical),,40,105.5,-62.1
19382,20201227,S08000029,,Emergency,,Surgery,,154,155.5,-1
19383,20201227,S08000030,,Emergency,,Accident & Emergency,,50,59.5,-16
19384,20201227,S08000030,,Emergency,,All,d,794,977,-18.7
19385,20201227,S08000030,,Emergency,,Cancer,,15,19.5,-23.1
19386,20201227,S08000030,,Emergency,,Cardiology,,22,18,22.2
19387,20201227,S08000030,,Emergency,,Medical (excl. Cardiology & Cancer),,495,509.5,-2.8
19388,20201227,S08000030,,Emergency,,Medical (incl. Cardiology & Cancer),,532,547,-2.7
19389,20201227,S08000030,,Emergency,,Paediatrics (medical & surgical),,50,113,-55.8
19390,20201227,S08000030,,Emergency,,Paediatrics (medical),,50,113,-55.8
19391,20201227,S08000030,,Emergency,,Surgery,,159,230,-30.9
19392,20201227,S08000031,,Emergency,,Accident & Emergency,,19,42.5,-55.3
19393,20201227,S08000031,,Emergency,,All,d,2051,2691,-23.8
19394,20201227,S08000031,,Emergency,,Cancer,,15,27.5,-45.5
19395,20201227,S08000031,,Emergency,,Cardiology,,51,101,-49.5
19396,20201227,S08000031,,Emergency,,Gynaecology,,22,29.5,-25.4
19397,20201227,S08000031,,Emergency,,Medical (excl. Cardiology & Cancer),,1284,1567.5,-18.1
