year,quarter,week_ending,hb,admission_type,specialty,number_admissions,average20182019,percent_variation
2020,1,2020-01-26,S08000016,Emergency,Paediatrics (medical & surgical),37,28,32.1
2020,1,2020-01-26,S08000016,Emergency,Paediatrics (medical),37,28,32.1
2020,1,2020-01-26,S08000016,Emergency,Surgery,44,53,-17
2020,1,2020-01-26,S08000017,Emergency,All,364,362,0.6
2020,1,2020-01-26,S08000017,Emergency,Community,27,24,12.5
2020,1,2020-01-26,S08000017,Emergency,Gynaecology,13,10.5,23.8
2020,1,2020-01-26,S08000024,Emergency,Cardiology,57,39,46.2
2020,1,2020-01-26,S08000017,Emergency,Medical (excl. Cardiology & Cancer),185,207,-10.6
2020,1,2020-01-26,S08000017,Emergency,Medical (incl. Cardiology & Cancer),187,207,-9.7
2020,1,2020-01-26,S08000017,Emergency,Paediatrics (medical & surgical),44,43.5,1.1
2020,1,2020-01-26,S08000017,Emergency,Paediatrics (medical),44,43.5,1.1
2020,1,2020-01-26,S08000017,Emergency,Surgery,93,77,20.8
2020,1,2020-01-26,S08000019,Emergency,All,591,1211.5,-51.2
2020,1,2020-01-26,S08000019,Emergency,Gynaecology,21,52,-59.6
2020,1,2020-01-26,S08000019,Emergency,Medical (excl. Cardiology & Cancer),336,698,-51.9
2020,1,2020-01-26,S08000019,Emergency,Medical (incl. Cardiology & Cancer),337,701.5,-52
2020,1,2020-01-26,S08000019,Emergency,Paediatrics (medical & surgical),44,181,-75.7
2020,1,2020-01-26,S08000019,Emergency,Paediatrics (medical),44,181,-75.7
2020,1,2020-01-26,S08000019,Emergency,Surgery,187,261.5,-28.5
2020,1,2020-01-26,S08000020,Emergency,Accident & Emergency,63,43,46.5
2020,1,2020-01-26,S08000020,Emergency,All,1029,986.5,4.3
2020,1,2020-01-26,S08000020,Emergency,Cancer,22,20.5,7.3
2020,1,2020-01-26,S08000020,Emergency,Cardiology,28,35.5,-21.1
2020,1,2020-01-26,S08000020,Emergency,Community,47,46,2.2
2020,1,2020-01-26,S08000020,Emergency,Gynaecology,14,14,0
2020,1,2020-01-26,S08000020,Emergency,Medical (excl. Cardiology & Cancer),465,455.5,2.1
2020,1,2020-01-26,S08000020,Emergency,Medical (incl. Cardiology & Cancer),515,511.5,0.7
2020,1,2020-01-26,S08000020,Emergency,Paediatrics (medical & surgical),131,102.5,27.8
2020,1,2020-01-26,S08000020,Emergency,Paediatrics (medical),122,93,31.2
2020,1,2020-01-26,S08000020,Emergency,Paediatrics (surgical),9,9.5,-5.3
2020,1,2020-01-26,S08000020,Emergency,Surgery,259,268,-3.4
2020,1,2020-01-26,S08000022,Emergency,All,608,626,-2.9
2020,1,2020-01-26,S08000022,Emergency,Cardiology,5,10.5,-52.4
2020,1,2020-01-26,S08000022,Emergency,Community,82,70,17.1
2020,1,2020-01-26,S08000022,Emergency,Gynaecology,23,7.5,206.7
2020,1,2020-01-26,S08000022,Emergency,Medical (excl. Cardiology & Cancer),261,323,-19.2
2020,1,2020-01-26,S08000022,Emergency,Medical (incl. Cardiology & Cancer),266,336,-20.8
2020,1,2020-01-26,S08000022,Emergency,Paediatrics (medical & surgical),82,74,10.8
2020,1,2020-01-26,S08000022,Emergency,Paediatrics (medical),82,73,12.3
2020,1,2020-01-26,S08000022,Emergency,Surgery,155,138.5,11.9
2020,1,2020-01-26,S08000024,Emergency,Accident & Emergency,237,45.5,420.9
2020,1,2020-01-26,S08000024,Emergency,All,1899,1594,19.1
2020,1,2020-01-26,S08000024,Emergency,Cancer,67,44.5,50.6
2020,1,2020-01-26,S08000024,Emergency,Gynaecology,26,23,13
2020,1,2020-01-26,S08000024,Emergency,Medical (excl. Cardiology & Cancer),890,838.5,6.1
2020,1,2020-01-26,S08000024,Emergency,Medical (incl. Cardiology & Cancer),1014,922,10
2020,1,2020-01-26,S08000024,Emergency,Paediatrics (medical & surgical),194,171,13.5
2020,1,2020-01-26,S08000024,Emergency,Paediatrics (medical),170,154.5,10
2020,1,2020-01-26,S08000024,Emergency,Paediatrics (surgical),24,16.5,45.5
2020,1,2020-01-26,S08000024,Emergency,Surgery,428,432.5,-1
2020,1,2020-01-26,S08000025,Emergency,All,24,35,-31.4
2020,1,2020-01-26,S08000025,Emergency,Medical (excl. Cardiology & Cancer),13,24,-45.8
2020,1,2020-01-26,S08000025,Emergency,Medical (incl. Cardiology & Cancer),13,24,-45.8
2020,1,2020-01-26,S08000025,Emergency,Surgery,11,11,0
2020,1,2020-01-26,S08000026,Emergency,All,37,34,8.8
2020,1,2020-01-26,S08000026,Emergency,Medical (excl. Cardiology & Cancer),19,24.5,-22.4
2020,1,2020-01-26,S08000026,Emergency,Medical (incl. Cardiology & Cancer),19,24.5,-22.4
2020,1,2020-01-26,S08000026,Emergency,Surgery,18,9.5,89.5
2020,1,2020-01-26,S08000028,Emergency,All,46,60.5,-24
2020,1,2020-01-26,S08000028,Emergency,Medical (excl. Cardiology & Cancer),30,30,0
2020,1,2020-01-26,S08000028,Emergency,Medical (incl. Cardiology & Cancer),30,30,0
2020,1,2020-01-26,S08000028,Emergency,Surgery,9,14,-35.7
2020,1,2020-01-26,S08000029,Emergency,Accident & Emergency,63,54.5,15.6
2020,1,2020-01-26,S08000029,Emergency,All,819,791.5,3.5
2020,1,2020-01-26,S08000029,Emergency,Cardiology,36,23,56.5
2020,1,2020-01-26,S08000029,Emergency,Community,12,10,20
2020,1,2020-01-26,S08000029,Emergency,Gynaecology,9,22.5,-60
2020,1,2020-01-26,S08000029,Emergency,Medical (excl. Cardiology & Cancer),443,433.5,2.2
2020,1,2020-01-26,S08000029,Emergency,Medical (incl. Cardiology & Cancer),479,456.5,4.9
2020,1,2020-01-26,S08000029,Emergency,Paediatrics (medical & surgical),92,77,19.5
2020,1,2020-01-26,S08000029,Emergency,Paediatrics (medical),92,77,19.5
2020,1,2020-01-26,S08000029,Emergency,Surgery,164,170.5,-3.8
2020,1,2020-01-26,S08000030,Emergency,Accident & Emergency,67,55.5,20.7
2020,1,2020-01-26,S08000030,Emergency,All,942,1033,-8.8
2020,1,2020-01-26,S08000030,Emergency,Cancer,22,21,4.8
2020,1,2020-01-26,S08000030,Emergency,Cardiology,29,30.5,-4.9
2020,1,2020-01-26,S08000030,Emergency,Community,9,19.5,-53.8
2020,1,2020-01-26,S08000030,Emergency,Gynaecology,12,9.5,26.3
2020,1,2020-01-26,S08000030,Emergency,Medical (excl. Cardiology & Cancer),468,518,-9.7
2020,1,2020-01-26,S08000030,Emergency,Medical (incl. Cardiology & Cancer),519,569.5,-8.9
2020,1,2020-01-26,S08000030,Emergency,Paediatrics (medical & surgical),110,147,-25.2
2020,1,2020-01-26,S08000030,Emergency,Paediatrics (medical),110,147,-25.2
2020,1,2020-01-26,S08000030,Emergency,Surgery,224,232,-3.4
2020,1,2020-01-26,S08000031,Emergency,Accident & Emergency,28,40,-30
2020,1,2020-01-26,S08000031,Emergency,All,2914,2665,9.3
2020,1,2020-01-26,S08000031,Emergency,Cancer,25,31.5,-20.6
2020,1,2020-01-26,S08000031,Emergency,Cardiology,94,86,9.3
2020,1,2020-01-26,S08000031,Emergency,Gynaecology,55,33.5,64.2
2020,1,2020-01-26,S08000031,Emergency,Medical (excl. Cardiology & Cancer),1624,1557.5,4.3
2020,1,2020-01-26,S08000031,Emergency,Medical (incl. Cardiology & Cancer),1743,1675,4.1
2020,1,2020-01-26,S08000031,Emergency,Paediatrics (medical & surgical),269,208,29.3
2020,1,2020-01-26,S08000031,Emergency,Paediatrics (medical),237,196,20.9
2020,1,2020-01-26,S08000031,Emergency,Paediatrics (surgical),32,12,166.7
2020,1,2020-01-26,S08000031,Emergency,Surgery,819,708.5,15.6
2020,1,2020-01-26,S08000032,Emergency,All,1392,1558,-10.7
2020,1,2020-01-26,S08000032,Emergency,Cardiology,73,70,4.3
2020,1,2020-01-26,S08000032,Emergency,Gynaecology,20,22.5,-11.1
2020,1,2020-01-26,S08000032,Emergency,Medical (excl. Cardiology & Cancer),853,938.5,-9.1
2020,1,2020-01-26,S08000032,Emergency,Medical (incl. Cardiology & Cancer),926,1008.5,-8.2
2020,1,2020-01-26,S08000032,Emergency,Paediatrics (medical & surgical),92,162,-43.2
2020,1,2020-01-26,S08000032,Emergency,Paediatrics (medical),92,162,-43.2
2020,1,2020-01-26,S08000032,Emergency,Surgery,350,358,-2.2
2020,1,2020-01-26,S92000003,Emergency,Accident & Emergency,473,274.5,72.3
2020,1,2020-01-26,S92000003,Emergency,All,11847,12243.5,-3.2
2020,1,2020-01-26,S92000003,Emergency,Cancer,136,120,13.3
2020,1,2020-01-26,S92000003,Emergency,Cardiology,343,319.5,7.4
2020,1,2020-01-26,S92000003,Emergency,Community,183,186.5,-1.9
2020,1,2020-01-26,S92000003,Emergency,Gynaecology,193,195,-1
2020,1,2020-01-26,S92000003,Emergency,Medical (excl. Cardiology & Cancer),6307,6818.5,-7.5
2020,1,2020-01-26,S92000003,Emergency,Medical (incl. Cardiology & Cancer),6786,7258,-6.5
2020,1,2020-01-26,S92000003,Emergency,Paediatrics (medical & surgical),1237,1338,-7.5
2020,1,2020-01-26,S92000003,Emergency,Paediatrics (medical),1172,1299,-9.8
2020,1,2020-01-26,S92000003,Emergency,Paediatrics (surgical),65,39,66.7
2020,1,2020-01-26,S92000003,Emergency,Surgery,2974,2989.5,-0.5
2020,1,2020-02-02,S08000015,Emergency,Accident & Emergency,8,28,-71.4
2020,1,2020-02-02,S08000015,Emergency,All,953,1062,-10.3
2020,1,2020-02-02,S08000015,Emergency,Cardiology,11,13,-15.4
2020,1,2020-02-02,S08000015,Emergency,Medical (excl. Cardiology & Cancer),574,648.5,-11.5
2020,1,2020-02-02,S08000015,Emergency,Medical (incl. Cardiology & Cancer),586,661.5,-11.4
2020,1,2020-02-02,S08000015,Emergency,Paediatrics (medical & surgical),142,157,-9.6
2020,1,2020-02-02,S08000015,Emergency,Paediatrics (medical),142,157,-9.6
2020,1,2020-02-02,S08000015,Emergency,Surgery,217,215.5,0.7
2020,1,2020-02-02,S08000016,Emergency,All,242,223.5,8.3
2020,1,2020-02-02,S08000016,Emergency,Cardiology,11,6,83.3
2020,1,2020-02-02,S08000016,Emergency,Medical (excl. Cardiology & Cancer),137,126.5,8.3
2020,1,2020-02-02,S08000016,Emergency,Medical (incl. Cardiology & Cancer),148,132.5,11.7
2020,1,2020-02-02,S08000016,Emergency,Paediatrics (medical & surgical),36,34,5.9
2020,1,2020-02-02,S08000016,Emergency,Paediatrics (medical),36,34,5.9
2020,1,2020-02-02,S08000016,Emergency,Surgery,57,53.5,6.5
2020,1,2020-02-02,S08000017,Emergency,All,355,375,-5.3
2020,1,2020-02-02,S08000017,Emergency,Community,21,23,-8.7
2020,1,2020-02-02,S08000017,Emergency,Gynaecology,19,15,26.7
2020,1,2020-02-02,S08000017,Emergency,Medical (excl. Cardiology & Cancer),182,200,-9
2020,1,2020-02-02,S08000017,Emergency,Medical (incl. Cardiology & Cancer),183,200.5,-8.7
2020,1,2020-02-02,S08000017,Emergency,Paediatrics (medical & surgical),44,47,-6.4
2020,1,2020-02-02,S08000017,Emergency,Paediatrics (medical),44,47,-6.4
2020,1,2020-02-02,S08000017,Emergency,Surgery,88,89.5,-1.7
2020,1,2020-02-02,S08000019,Emergency,All,428,1186.5,-63.9
2020,1,2020-02-02,S08000019,Emergency,Gynaecology,18,54,-66.7
2020,1,2020-02-02,S08000019,Emergency,Medical (excl. Cardiology & Cancer),185,663.5,-72.1
2020,1,2020-02-02,S08000019,Emergency,Medical (incl. Cardiology & Cancer),185,678.5,-72.7
2020,1,2020-02-02,S08000019,Emergency,Paediatrics (medical & surgical),77,151,-49
2020,1,2020-02-02,S08000019,Emergency,Paediatrics (medical),77,151,-49
2020,1,2020-02-02,S08000019,Emergency,Surgery,146,290,-49.7
2020,1,2020-02-02,S08000020,Emergency,Accident & Emergency,66,38,73.7
2020,1,2020-02-02,S08000020,Emergency,All,1103,969,13.8
2020,1,2020-02-02,S08000020,Emergency,Cancer,35,17.5,100
2020,1,2020-02-02,S08000020,Emergency,Cardiology,31,31.5,-1.6
2020,1,2020-02-02,S08000020,Emergency,Community,39,43,-9.3
2020,1,2020-02-02,S08000020,Emergency,Gynaecology,11,16,-31.2
2020,1,2020-02-02,S08000020,Emergency,Medical (excl. Cardiology & Cancer),481,413.5,16.3
2020,1,2020-02-02,S08000020,Emergency,Medical (incl. Cardiology & Cancer),547,462.5,18.3
2020,1,2020-02-02,S08000020,Emergency,Paediatrics (medical & surgical),134,127,5.5
2020,1,2020-02-02,S08000020,Emergency,Paediatrics (medical),114,118.5,-3.8
2020,1,2020-02-02,S08000020,Emergency,Paediatrics (surgical),20,8.5,135.3
2020,1,2020-02-02,S08000020,Emergency,Surgery,306,280,9.3
2020,1,2020-02-02,S08000022,Emergency,All,602,641.5,-6.2
2020,1,2020-02-02,S08000022,Emergency,Cardiology,7,8.5,-17.6
2020,1,2020-02-02,S08000022,Emergency,Community,63,77.5,-18.7
2020,1,2020-02-02,S08000022,Emergency,Gynaecology,11,13.5,-18.5
2020,1,2020-02-02,S08000022,Emergency,Medical (excl. Cardiology & Cancer),302,314,-3.8
2020,1,2020-02-02,S08000022,Emergency,Medical (incl. Cardiology & Cancer),309,323.5,-4.5
2020,1,2020-02-02,S08000022,Emergency,Paediatrics (medical & surgical),70,67.5,3.7
2020,1,2020-02-02,S08000022,Emergency,Paediatrics (medical),70,67.5,3.7
2020,1,2020-02-02,S08000022,Emergency,Surgery,149,159.5,-6.6
2020,1,2020-02-02,S08000024,Emergency,Accident & Emergency,265,47.5,457.9
2020,1,2020-02-02,S08000024,Emergency,All,1853,1648.5,12.4
2020,1,2020-02-02,S08000024,Emergency,Cancer,73,42,73.8
2020,1,2020-02-02,S08000024,Emergency,Cardiology,43,40.5,6.2
2020,1,2020-02-02,S08000024,Emergency,Gynaecology,29,24,20.8
2020,1,2020-02-02,S08000024,Emergency,Medical (excl. Cardiology & Cancer),840,883.5,-4.9
2020,1,2020-02-02,S08000024,Emergency,Medical (incl. Cardiology & Cancer),956,966,-1
2020,1,2020-02-02,S08000024,Emergency,Paediatrics (medical & surgical),148,175.5,-15.7
2020,1,2020-02-02,S08000024,Emergency,Paediatrics (medical),133,154.5,-13.9
2020,1,2020-02-02,S08000024,Emergency,Paediatrics (surgical),15,21,-28.6
2020,1,2020-02-02,S08000024,Emergency,Surgery,455,435.5,4.5
2020,1,2020-02-02,S08000025,Emergency,All,29,33.5,-13.4
2020,1,2020-02-02,S08000025,Emergency,Medical (excl. Cardiology & Cancer),19,21,-9.5
2020,1,2020-02-02,S08000025,Emergency,Medical (incl. Cardiology & Cancer),19,21.5,-11.6
2020,1,2020-02-02,S08000025,Emergency,Surgery,10,12,-16.7
2020,1,2020-02-02,S08000026,Emergency,All,35,42,-16.7
2020,1,2020-02-02,S08000026,Emergency,Medical (excl. Cardiology & Cancer),24,22.5,6.7
2020,1,2020-02-02,S08000026,Emergency,Medical (incl. Cardiology & Cancer),24,22.5,6.7
2020,1,2020-02-02,S08000026,Emergency,Surgery,11,19.5,-43.6
2020,1,2020-02-02,S08000028,Emergency,All,64,64,0
2020,1,2020-02-02,S08000028,Emergency,Community,5,13,-61.5
2020,1,2020-02-02,S08000028,Emergency,Medical (excl. Cardiology & Cancer),36,30,20
2020,1,2020-02-02,S08000028,Emergency,Medical (incl. Cardiology & Cancer),36,30,20
2020,1,2020-02-02,S08000028,Emergency,Surgery,19,13.5,40.7
2020,1,2020-02-02,S08000029,Emergency,Accident & Emergency,55,59.5,-7.6
2020,1,2020-02-02,S08000029,Emergency,All,812,798.5,1.7
2020,1,2020-02-02,S08000029,Emergency,Cardiology,36,30.5,18
2020,1,2020-02-02,S08000029,Emergency,Community,5,4,25
2020,1,2020-02-02,S08000029,Emergency,Gynaecology,21,21.5,-2.3
2020,1,2020-02-02,S08000029,Emergency,Medical (excl. Cardiology & Cancer),434,426,1.9
2020,1,2020-02-02,S08000029,Emergency,Medical (incl. Cardiology & Cancer),470,456.5,3
2020,1,2020-02-02,S08000029,Emergency,Paediatrics (medical & surgical),106,96,10.4
2020,1,2020-02-02,S08000029,Emergency,Paediatrics (medical),106,95,11.6
2020,1,2020-02-02,S08000029,Emergency,Surgery,155,159.5,-2.8
2020,1,2020-02-02,S08000030,Emergency,Accident & Emergency,66,70.5,-6.4
2020,1,2020-02-02,S08000030,Emergency,All,950,1019,-6.8
2020,1,2020-02-02,S08000030,Emergency,Cancer,14,12,16.7
2020,1,2020-02-02,S08000030,Emergency,Cardiology,26,24.5,6.1
2020,1,2020-02-02,S08000030,Emergency,Community,9,22.5,-60
2020,1,2020-02-02,S08000030,Emergency,Gynaecology,11,6.5,69.2
2020,1,2020-02-02,S08000030,Emergency,Medical (excl. Cardiology & Cancer),466,506,-7.9
2020,1,2020-02-02,S08000030,Emergency,Medical (incl. Cardiology & Cancer),506,542.5,-6.7
2020,1,2020-02-02,S08000030,Emergency,Paediatrics (medical & surgical),121,141,-14.2
2020,1,2020-02-02,S08000030,Emergency,Paediatrics (medical),121,141,-14.2
2020,1,2020-02-02,S08000030,Emergency,Surgery,237,236,0.4
2020,1,2020-02-02,S08000031,Emergency,Accident & Emergency,23,28.5,-19.3
2020,1,2020-02-02,S08000031,Emergency,All,2769,2705.5,2.3
2020,1,2020-02-02,S08000031,Emergency,Cancer,41,25,64
2020,1,2020-02-02,S08000031,Emergency,Cardiology,89,90,-1.1
2020,1,2020-02-02,S08000031,Emergency,Gynaecology,33,32.5,1.5
2020,1,2020-02-02,S08000031,Emergency,Medical (excl. Cardiology & Cancer),1558,1547,0.7
2020,1,2020-02-02,S08000031,Emergency,Medical (incl. Cardiology & Cancer),1688,1662,1.6
2020,1,2020-02-02,S08000031,Emergency,Paediatrics (medical & surgical),255,235,8.5
2020,1,2020-02-02,S08000031,Emergency,Paediatrics (medical),234,220,6.4
2020,1,2020-02-02,S08000031,Emergency,Paediatrics (surgical),21,15,40
2020,1,2020-02-02,S08000031,Emergency,Surgery,770,747.5,3
2020,1,2020-02-02,S08000032,Emergency,Accident & Emergency,12,9.5,26.3
2020,1,2020-02-02,S08000032,Emergency,All,1569,1519.5,3.3
2020,1,2020-02-02,S08000032,Emergency,Cardiology,83,74,12.2
2020,1,2020-02-02,S08000032,Emergency,Gynaecology,25,25,0
2020,1,2020-02-02,S08000032,Emergency,Medical (excl. Cardiology & Cancer),928,922,0.7
2020,1,2020-02-02,S08000032,Emergency,Medical (incl. Cardiology & Cancer),1012,996,1.6
2020,1,2020-02-02,S08000032,Emergency,Paediatrics (medical & surgical),88,140,-37.1
2020,1,2020-02-02,S08000032,Emergency,Paediatrics (medical),88,140,-37.1
2020,1,2020-02-02,S08000032,Emergency,Surgery,432,349,23.8
2020,1,2020-02-02,S92000003,Emergency,Accident & Emergency,497,294.5,68.8
2020,1,2020-02-02,S92000003,Emergency,All,11764,12288,-4.3
2020,1,2020-02-02,S92000003,Emergency,Cancer,165,98,68.4
2020,1,2020-02-02,S92000003,Emergency,Cardiology,338,334,1.2
2020,1,2020-02-02,S92000003,Emergency,Community,143,186.5,-23.3
2020,1,2020-02-02,S92000003,Emergency,Gynaecology,178,210,-15.2
2020,1,2020-02-02,S92000003,Emergency,Medical (excl. Cardiology & Cancer),6166,6724,-8.3
2020,1,2020-02-02,S92000003,Emergency,Medical (incl. Cardiology & Cancer),6669,7156,-6.8
2020,1,2020-02-02,S92000003,Emergency,Paediatrics (medical & surgical),1225,1376.5,-11
2020,1,2020-02-02,S92000003,Emergency,Paediatrics (medical),1169,1331,-12.2
2020,1,2020-02-02,S92000003,Emergency,Paediatrics (surgical),56,45.5,23.1
2020,1,2020-02-02,S92000003,Emergency,Surgery,3052,3060.5,-0.3
2020,1,2020-02-09,S08000015,Emergency,Accident & Emergency,5,18.5,-73
2020,1,2020-02-09,S08000015,Emergency,All,915,1040.5,-12.1
2020,2,2020-06-14,S08000015,Emergency,Cardiology,7,16.5,-57.6
2020,2,2020-06-14,S08000015,Emergency,Medical (excl. Cardiology & Cancer),543,656.5,-17.3
2020,2,2020-06-14,S08000015,Emergency,Medical (incl. Cardiology & Cancer),550,673,-18.3
2020,2,2020-06-14,S08000015,Emergency,Paediatrics (medical & surgical),58,119.5,-51.5
2020,2,2020-06-14,S08000015,Emergency,Paediatrics (medical),58,119.5,-51.5
2020,2,2020-06-14,S08000015,Emergency,Surgery,196,249,-21.3
2020,2,2020-06-14,S08000016,Emergency,All,191,237,-19.4
2020,2,2020-06-14,S08000016,Emergency,Cardiology,6,11,-45.5
2020,2,2020-06-14,S08000016,Emergency,Community,5,3.5,42.9
2020,2,2020-06-14,S08000016,Emergency,Medical (excl. Cardiology & Cancer),104,128.5,-19.1
2020,2,2020-06-14,S08000016,Emergency,Medical (incl. Cardiology & Cancer),110,139.5,-21.1
2020,2,2020-06-14,S08000016,Emergency,Paediatrics (medical & surgical),19,36,-47.2
2020,2,2020-06-14,S08000016,Emergency,Paediatrics (medical),19,36,-47.2
2020,2,2020-06-14,S08000016,Emergency,Surgery,57,58,-1.7
2020,2,2020-06-14,S08000017,Emergency,All,251,349.5,-28.2
2020,2,2020-06-14,S08000017,Emergency,Community,22,21.5,2.3
2020,1,2020-02-09,S08000019,Emergency,Medical (excl. Cardiology & Cancer),292,692,-57.8
2020,1,2020-02-09,S08000019,Emergency,Medical (incl. Cardiology & Cancer),293,702.5,-58.3
2020,1,2020-02-09,S08000019,Emergency,Paediatrics (medical & surgical),51,153,-66.7
2020,1,2020-02-09,S08000019,Emergency,Paediatrics (medical),51,153,-66.7
2020,1,2020-02-09,S08000019,Emergency,Surgery,163,241.5,-32.5
2020,1,2020-02-09,S08000020,Emergency,Accident & Emergency,58,36.5,58.9
2020,1,2020-02-09,S08000020,Emergency,All,1085,964,12.6
2020,1,2020-02-09,S08000020,Emergency,Cancer,27,22,22.7
2020,1,2020-02-09,S08000020,Emergency,Cardiology,36,28.5,26.3
2020,1,2020-02-09,S08000020,Emergency,Community,42,58.5,-28.2
2020,1,2020-02-09,S08000020,Emergency,Gynaecology,12,14.5,-17.2
2020,1,2020-02-09,S08000020,Emergency,Medical (excl. Cardiology & Cancer),458,406.5,12.7
2020,1,2020-02-09,S08000020,Emergency,Medical (incl. Cardiology & Cancer),521,457,14
2020,1,2020-02-09,S08000020,Emergency,Paediatrics (medical & surgical),137,130,5.4
2020,1,2020-02-09,S08000020,Emergency,Paediatrics (medical),126,123.5,2
2020,1,2020-02-09,S08000020,Emergency,Paediatrics (surgical),11,6.5,69.2
2020,1,2020-02-09,S08000020,Emergency,Surgery,315,266.5,18.2
2020,1,2020-02-09,S08000022,Emergency,All,601,632,-4.9
2020,1,2020-02-09,S08000022,Emergency,Cardiology,6,8.5,-29.4
2020,1,2020-02-09,S08000022,Emergency,Community,65,80,-18.8
2020,1,2020-02-09,S08000022,Emergency,Gynaecology,12,21,-42.9
2020,1,2020-02-09,S08000022,Emergency,Medical (excl. Cardiology & Cancer),316,302.5,4.5
2020,1,2020-02-09,S08000022,Emergency,Medical (incl. Cardiology & Cancer),322,312,3.2
2020,1,2020-02-09,S08000022,Emergency,Paediatrics (medical & surgical),62,64,-3.1
2020,1,2020-02-09,S08000022,Emergency,Paediatrics (medical),61,64,-4.7
2020,1,2020-02-09,S08000022,Emergency,Surgery,140,155,-9.7
2020,1,2020-02-09,S08000024,Emergency,Accident & Emergency,235,55,327.3
2020,1,2020-02-09,S08000024,Emergency,All,1796,1641,9.4
2020,1,2020-02-09,S08000024,Emergency,Cancer,59,49.5,19.2
2020,1,2020-02-09,S08000024,Emergency,Cardiology,42,44,-4.5
2020,1,2020-02-09,S08000024,Emergency,Gynaecology,28,22,27.3
2020,1,2020-02-09,S08000024,Emergency,Medical (excl. Cardiology & Cancer),841,906.5,-7.2
2020,1,2020-02-09,S08000024,Emergency,Medical (incl. Cardiology & Cancer),942,1000,-5.8
2020,1,2020-02-09,S08000024,Emergency,Paediatrics (medical & surgical),157,171,-8.2
2020,1,2020-02-09,S08000024,Emergency,Paediatrics (medical),138,153.5,-10.1
2020,1,2020-02-09,S08000024,Emergency,Paediatrics (surgical),19,17.5,8.6
2020,1,2020-02-09,S08000024,Emergency,Surgery,434,393,10.4
2020,1,2020-02-09,S08000025,Emergency,All,29,30.5,-4.9
