year,quarter,hb,location,admission_type,simd,episodes,length_of_episode,average_length_of_episode,stays,length_of_stay,average_length_of_stay
2019,3,S08000025,S08000025,Transfers,NA,0,0,NA,0,0,NA
2019,4,S08000025,S08000025,Transfers,NA,0,0,NA,0,0,NA
2016,3,S08000025,R103H,Transfers,1,5,0,0,0,0,NA
2018,1,S08000025,R103H,Transfers,1,0,0,NA,0,0,NA
2018,3,S08000025,R103H,Transfers,1,0,0,NA,0,0,NA
2016,2,S08000025,R103H,Transfers,2,30,126,4.2,0,0,NA
2016,3,S08000025,R103H,Transfers,2,15,110,7.33333333333333,0,0,NA
2016,4,S08000025,R103H,Transfers,2,40,218,5.45,0,0,NA
2017,1,S08000025,R103H,Transfers,2,20,326,16.3,0,0,NA
2017,2,S08000025,R103H,Transfers,2,30,121,4.03333333333333,0,0,NA
2017,3,S08000025,R103H,Transfers,2,15,156,10.4,0,0,NA
2017,4,S08000025,R103H,Transfers,2,28,376,13.4285714285714,0,0,NA
2018,1,S08000025,R103H,Transfers,2,32,216,6.75,0,0,NA
2018,2,S08000025,R103H,Transfers,2,20,198,9.9,0,0,NA
2018,3,S08000025,R103H,Transfers,2,25,197,7.88,0,0,NA
2018,4,S08000025,R103H,Transfers,2,25,164,6.56,0,0,NA
2019,1,S08000025,R103H,Transfers,2,27,347,12.8518518518519,0,0,NA
2019,2,S08000025,R103H,Transfers,2,25,240,9.6,0,0,NA
2019,3,S08000025,R103H,Transfers,2,24,204,8.5,0,0,NA
2019,4,S08000025,R103H,Transfers,2,11,147,13.3636363636364,0,0,NA
2020,1,S08000025,R103H,Transfers,2,15,270,18,0,0,NA
2020,2,S08000025,R103H,Transfers,2,15,225,15,0,0,NA
2020,3,S08000025,R103H,Transfers,2,20,109,5.45,0,0,NA
2020,4,S08000025,R103H,Transfers,2,20,176,8.8,0,0,NA
2021,1,S08000025,R103H,Transfers,2,25,232,9.28,0,0,NA
2021,2,S08000025,R103H,Transfers,2,30,590,19.6666666666667,0,0,NA
2016,2,S08000025,R103H,Transfers,3,65,939,14.4461538461538,0,0,NA
2016,3,S08000025,R103H,Transfers,3,70,663,9.47142857142857,0,0,NA
2016,4,S08000025,R103H,Transfers,3,77,906,11.7662337662338,0,0,NA
2017,1,S08000025,R103H,Transfers,3,30,411,13.7,0,0,NA
2017,2,S08000025,R103H,Transfers,3,30,362,12.0666666666667,0,0,NA
2017,3,S08000025,R103H,Transfers,3,20,485,24.25,0,0,NA
2017,4,S08000025,R103H,Transfers,3,25,282,11.28,0,0,NA
2018,1,S08000025,R103H,Transfers,3,20,312,15.6,0,0,NA
2018,2,S08000025,R103H,Transfers,3,30,247,8.23333333333333,0,0,NA
2018,3,S08000025,R103H,Transfers,3,25,243,9.72,0,0,NA
2018,4,S08000025,R103H,Transfers,3,25,188,7.52,0,0,NA
2019,1,S08000025,R103H,Transfers,3,30,172,5.73333333333333,0,0,NA
2019,2,S08000025,R103H,Transfers,3,50,406,8.12,0,0,NA
2019,3,S08000025,R103H,Transfers,3,25,420,16.8,0,0,NA
2019,4,S08000025,R103H,Transfers,3,25,235,9.4,0,0,NA
2020,1,S08000025,R103H,Transfers,3,25,294,11.76,0,0,NA
2020,2,S08000025,R103H,Transfers,3,20,236,11.8,0,0,NA
2020,3,S08000025,R103H,Transfers,3,20,127,6.35,0,0,NA
2020,4,S08000025,R103H,Transfers,3,25,384,15.36,0,0,NA
2021,1,S08000025,R103H,Transfers,3,20,242,12.1,0,0,NA
2021,2,S08000025,R103H,Transfers,3,20,413,20.65,0,0,NA
2016,2,S08000025,R103H,Transfers,4,51,599,11.7450980392157,0,0,NA
2016,3,S08000025,R103H,Transfers,4,75,893,11.9066666666667,0,0,NA
2016,4,S08000025,R103H,Transfers,4,60,502,8.36666666666667,0,0,NA
2017,1,S08000025,R103H,Transfers,4,72,775,10.7638888888889,0,0,NA
2017,2,S08000025,R103H,Transfers,4,66,902,13.6666666666667,0,0,NA
2017,3,S08000025,R103H,Transfers,4,58,475,8.18965517241379,0,0,NA
2017,4,S08000025,R103H,Transfers,4,79,609,7.70886075949367,0,0,NA
2018,1,S08000025,R103H,Transfers,4,82,664,8.09756097560976,0,0,NA
2018,2,S08000025,R103H,Transfers,4,74,685,9.25675675675676,0,0,NA
2018,3,S08000025,R103H,Transfers,4,60,992,16.5333333333333,0,0,NA
2018,4,S08000025,R103H,Transfers,4,94,805,8.56382978723404,0,0,NA
2019,1,S08000025,R103H,Transfers,4,90,866,9.62222222222222,0,0,NA
2019,2,S08000025,R103H,Transfers,4,101,1110,10.990099009901,0,0,NA
2019,3,S08000025,R103H,Transfers,4,51,573,11.2352941176471,0,0,NA
2019,4,S08000025,R103H,Transfers,4,47,574,12.2127659574468,0,0,NA
2020,1,S08000025,R103H,Transfers,4,53,763,14.3962264150943,0,0,NA
2020,2,S08000025,R103H,Transfers,4,45,660,14.6666666666667,0,0,NA
2020,3,S08000025,R103H,Transfers,4,44,599,13.6136363636364,0,0,NA
2020,4,S08000025,R103H,Transfers,4,40,309,7.725,0,0,NA
2021,1,S08000025,R103H,Transfers,4,59,381,6.45762711864407,0,0,NA
2021,2,S08000025,R103H,Transfers,4,65,625,9.61538461538461,0,0,NA
2016,2,S08000025,R103H,Transfers,5,20,86,4.3,0,0,NA
2016,3,S08000025,R103H,Transfers,5,10,115,11.5,0,0,NA
2016,4,S08000025,R103H,Transfers,5,10,55,5.5,0,0,NA
2017,2,S08000025,R103H,Transfers,5,0,5,NA,0,0,NA
2017,3,S08000025,R103H,Transfers,5,0,30,NA,0,0,NA
2017,4,S08000025,R103H,Transfers,5,5,95,19,0,0,NA
2018,1,S08000025,R103H,Transfers,5,0,5,NA,0,0,NA
2018,3,S08000025,R103H,Transfers,5,0,0,NA,0,0,NA
2016,2,S08000025,R103H,Transfers,NA,0,0,NA,0,0,NA
2016,3,S08000025,R103H,Transfers,NA,5,14,2.8,0,0,NA
2016,4,S08000025,R103H,Transfers,NA,0,0,NA,0,0,NA
2017,1,S08000025,R103H,Transfers,NA,0,5,NA,0,0,NA
2017,2,S08000025,R103H,Transfers,NA,5,10,2,0,0,NA
2017,3,S08000025,R103H,Transfers,NA,5,5,1,0,0,NA
2018,2,S08000025,R103H,Transfers,NA,0,11,NA,0,0,NA
2018,3,S08000025,R103H,Transfers,NA,5,20,4,0,0,NA
2018,4,S08000025,R103H,Transfers,NA,0,0,NA,0,0,NA
2019,1,S08000025,R103H,Transfers,NA,0,0,NA,0,0,NA
2019,2,S08000025,R103H,Transfers,NA,10,25,2.5,0,0,NA
2019,3,S08000025,R103H,Transfers,NA,0,0,NA,0,0,NA
2019,4,S08000025,R103H,Transfers,NA,0,0,NA,0,0,NA
2016,3,S08000026,Z102H,Transfers,1,0,0,NA,0,0,NA
2019,1,S08000026,Z102H,Transfers,1,0,9,NA,0,0,NA
2020,3,S08000026,Z102H,Transfers,1,0,5,NA,0,0,NA
2021,1,S08000026,Z102H,Transfers,1,0,0,NA,0,0,NA
2016,2,S08000026,Z102H,Transfers,2,0,53,NA,0,0,NA
2016,3,S08000026,Z102H,Transfers,2,0,5,NA,0,0,NA
2016,4,S08000026,Z102H,Transfers,2,0,8,NA,0,0,NA
2017,1,S08000026,Z102H,Transfers,2,5,50,10,0,0,NA
2017,2,S08000026,Z102H,Transfers,2,5,11,2.2,0,0,NA
2017,3,S08000026,Z102H,Transfers,2,5,45,9,0,0,NA
2018,1,S08000026,Z102H,Transfers,2,5,57,11.4,0,0,NA
2018,2,S08000026,Z102H,Transfers,2,5,66,13.2,0,0,NA
2018,3,S08000026,Z102H,Transfers,2,5,12,2.4,0,0,NA
2018,4,S08000026,Z102H,Transfers,2,5,11,2.2,0,0,NA
2019,1,S08000026,Z102H,Transfers,2,0,8,NA,0,0,NA
2019,2,S08000026,Z102H,Transfers,2,5,46,9.2,0,0,NA
2019,3,S08000026,Z102H,Transfers,2,0,8,NA,0,0,NA
2019,4,S08000026,Z102H,Transfers,2,0,0,NA,0,0,NA
2020,1,S08000026,Z102H,Transfers,2,5,59,11.8,0,0,NA
2020,2,S08000026,Z102H,Transfers,2,10,52,5.2,0,0,NA
2020,3,S08000026,Z102H,Transfers,2,10,40,4,0,0,NA
2020,4,S08000026,Z102H,Transfers,2,10,50,5,0,0,NA
2021,1,S08000026,Z102H,Transfers,2,15,58,3.86666666666667,0,0,NA
2021,2,S08000026,Z102H,Transfers,2,5,29,5.8,0,0,NA
2016,2,S08000026,Z102H,Transfers,3,30,593,19.7666666666667,0,0,NA
2016,3,S08000026,Z102H,Transfers,3,20,274,13.7,0,0,NA
2016,4,S08000026,Z102H,Transfers,3,20,190,9.5,0,0,NA
2017,1,S08000026,Z102H,Transfers,3,36,424,11.7777777777778,0,0,NA
2017,2,S08000026,Z102H,Transfers,3,22,111,5.04545454545455,0,0,NA
2017,3,S08000026,Z102H,Transfers,3,25,150,6,0,0,NA
2017,4,S08000026,Z102H,Transfers,3,30,205,6.83333333333333,0,0,NA
2018,1,S08000026,Z102H,Transfers,3,25,126,5.04,0,0,NA
2018,2,S08000026,Z102H,Transfers,3,16,151,9.4375,0,0,NA
2018,3,S08000026,Z102H,Transfers,3,23,121,5.26086956521739,0,0,NA
2018,4,S08000026,Z102H,Transfers,3,23,200,8.69565217391304,0,0,NA
2019,1,S08000026,Z102H,Transfers,3,17,126,7.41176470588235,0,0,NA
2019,2,S08000026,Z102H,Transfers,3,25,151,6.04,0,0,NA
2019,3,S08000026,Z102H,Transfers,3,35,238,6.8,0,0,NA
2019,4,S08000026,Z102H,Transfers,3,33,215,6.51515151515152,0,0,NA
2020,1,S08000026,Z102H,Transfers,3,39,270,6.92307692307692,0,0,NA
2020,2,S08000026,Z102H,Transfers,3,20,128,6.4,0,0,NA
2020,3,S08000026,Z102H,Transfers,3,35,220,6.28571428571429,0,0,NA
2020,4,S08000026,Z102H,Transfers,3,30,174,5.8,0,0,NA
2021,1,S08000026,Z102H,Transfers,3,40,262,6.55,0,0,NA
2021,2,S08000026,Z102H,Transfers,3,22,182,8.27272727272727,0,0,NA
2016,2,S08000026,Z102H,Transfers,4,41,404,9.85365853658537,0,0,NA
2016,3,S08000026,Z102H,Transfers,4,35,608,17.3714285714286,0,0,NA
2016,4,S08000026,Z102H,Transfers,4,27,463,17.1481481481481,0,0,NA
2017,1,S08000026,Z102H,Transfers,4,22,184,8.36363636363636,0,0,NA
2016,2,S08000026,S08000026,Transfers,2,0,53,NA,0,0,NA
2017,2,S08000026,Z102H,Transfers,4,23,125,5.43478260869565,0,0,NA
2017,3,S08000026,Z102H,Transfers,4,27,179,6.62962962962963,0,0,NA
2017,4,S08000026,Z102H,Transfers,4,15,230,15.3333333333333,0,0,NA
2018,1,S08000026,Z102H,Transfers,4,28,272,9.71428571428571,0,0,NA
2018,2,S08000026,Z102H,Transfers,4,36,187,5.19444444444444,0,0,NA
2018,3,S08000026,Z102H,Transfers,4,23,315,13.695652173913,0,0,NA
2018,4,S08000026,Z102H,Transfers,4,35,277,7.91428571428571,0,0,NA
2019,1,S08000026,Z102H,Transfers,4,25,150,6,0,0,NA
2019,2,S08000026,Z102H,Transfers,4,20,136,6.8,0,0,NA
2019,3,S08000026,Z102H,Transfers,4,20,193,9.65,0,0,NA
2019,4,S08000026,Z102H,Transfers,4,31,307,9.90322580645161,0,0,NA
2020,1,S08000026,Z102H,Transfers,4,35,296,8.45714285714286,0,0,NA
2020,2,S08000026,Z102H,Transfers,4,33,182,5.51515151515152,0,0,NA
2020,3,S08000026,Z102H,Transfers,4,20,85,4.25,0,0,NA
2020,4,S08000026,Z102H,Transfers,4,35,185,5.28571428571429,0,0,NA
2021,1,S08000026,Z102H,Transfers,4,38,291,7.6578947368421,0,0,NA
2021,2,S08000026,Z102H,Transfers,4,35,342,9.77142857142857,0,0,NA
2017,3,S08000026,Z102H,Transfers,5,0,6,NA,0,0,NA
2018,3,S08000026,Z102H,Transfers,5,0,0,NA,0,0,NA
2018,4,S08000026,Z102H,Transfers,5,0,0,NA,0,0,NA
2020,4,S08000026,Z102H,Transfers,5,0,0,NA,0,0,NA
2021,1,S08000026,Z102H,Transfers,5,0,5,NA,0,0,NA
2016,2,S08000026,Z102H,Transfers,NA,0,0,NA,0,0,NA
2016,3,S08000026,Z102H,Transfers,NA,5,12,2.4,0,0,NA
2017,2,S08000026,Z102H,Transfers,NA,0,0,NA,0,0,NA
2017,3,S08000026,Z102H,Transfers,NA,0,5,NA,0,0,NA
2018,4,S08000026,Z102H,Transfers,NA,5,9,1.8,0,0,NA
2019,4,S08000026,Z102H,Transfers,NA,5,10,2,0,0,NA
2020,1,S08000026,Z102H,Transfers,NA,0,0,NA,0,0,NA
2020,2,S08000026,Z102H,Transfers,NA,0,5,NA,0,0,NA
2021,1,S08000026,Z102H,Transfers,NA,0,5,NA,0,0,NA
2016,3,S08000026,S08000026,Transfers,1,0,0,NA,0,0,NA
2019,1,S08000026,S08000026,Transfers,1,0,9,NA,0,0,NA
2020,3,S08000026,S08000026,Transfers,1,0,5,NA,0,0,NA
2021,1,S08000026,S08000026,Transfers,1,0,0,NA,0,0,NA
2016,3,S08000026,S08000026,Transfers,2,0,5,NA,0,0,NA
2016,4,S08000026,S08000026,Transfers,2,0,8,NA,0,0,NA
2017,1,S08000026,S08000026,Transfers,2,5,50,10,0,0,NA
2017,2,S08000026,S08000026,Transfers,2,5,11,2.2,0,0,NA
2017,3,S08000026,S08000026,Transfers,2,5,45,9,0,0,NA
2018,1,S08000026,S08000026,Transfers,2,5,57,11.4,0,0,NA
2019,3,S08000032,L308H,All Inpatients,NA,25,38,1.52,18,38,2.11111111111111
2019,4,S08000032,L308H,All Inpatients,NA,12,28,2.33333333333333,5,17,3.4
2020,1,S08000032,L308H,All Inpatients,NA,17,31,1.82352941176471,10,45,4.5
2020,2,S08000032,L308H,All Inpatients,NA,12,21,1.75,5,21,4.2
2020,3,S08000032,L308H,All Inpatients,NA,18,20,1.11111111111111,13,22,1.69230769230769
2020,4,S08000032,L308H,All Inpatients,NA,13,23,1.76923076923077,10,23,2.3
2021,1,S08000032,L308H,All Inpatients,NA,10,22,2.2,5,22,4.4
2021,2,S08000032,L308H,All Inpatients,NA,20,30,1.5,14,41,2.92857142857143
2016,2,S08000024,S08000024,All Inpatients,1,6360,30578,4.80786163522013,3982,29549,7.42064289301858
2016,3,S08000024,S08000024,All Inpatients,1,6623,30367,4.5850822889929,4082,28801,7.05560999510044
2016,4,S08000024,S08000024,All Inpatients,1,6397,31301,4.89307487884946,3908,32165,8.23055271238485
2017,1,S08000024,S08000024,All Inpatients,1,5928,27040,4.56140350877193,3662,27323,7.46122337520481
2017,2,S08000024,S08000024,All Inpatients,1,6258,27307,4.36353467561521,3803,28904,7.60031554036287
2017,3,S08000024,S08000024,All Inpatients,1,6212,26622,4.28557630392788,3814,26800,7.02674357629785
2017,4,S08000024,S08000024,All Inpatients,1,6135,24605,4.01059494702526,3755,25238,6.72117177097204
2018,1,S08000024,S08000024,All Inpatients,1,6113,25293,4.13757565843285,3622,24231,6.68995030369961
2018,2,S08000024,S08000024,All Inpatients,1,6108,25870,4.23542894564506,3711,26072,7.02559956884937
2018,3,S08000024,S08000024,All Inpatients,1,6035,25147,4.16685998342999,3665,25751,7.02619372442019
2018,4,S08000024,S08000024,All Inpatients,1,6195,26535,4.28329297820823,3672,26573,7.23665577342048
2019,1,S08000024,S08000024,All Inpatients,1,6459,25798,3.99411673633689,3840,25648,6.67916666666667
2019,2,S08000024,S08000024,All Inpatients,1,6604,26774,4.0542095699576,3980,27369,6.87663316582915
2019,3,S08000024,S08000024,All Inpatients,1,6341,24999,3.94243810124586,3867,25181,6.51176622704939
2018,2,S08000026,S08000026,Transfers,2,5,66,13.2,0,0,NA
2018,3,S08000026,S08000026,Transfers,2,5,12,2.4,0,0,NA
2018,4,S08000026,S08000026,Transfers,2,5,11,2.2,0,0,NA
2019,1,S08000026,S08000026,Transfers,2,0,8,NA,0,0,NA
2019,2,S08000026,S08000026,Transfers,2,5,46,9.2,0,0,NA
2019,3,S08000026,S08000026,Transfers,2,0,8,NA,0,0,NA
2019,4,S08000026,S08000026,Transfers,2,0,0,NA,0,0,NA
2020,1,S08000026,S08000026,Transfers,2,5,59,11.8,0,0,NA
2020,2,S08000026,S08000026,Transfers,2,10,52,5.2,0,0,NA
2020,3,S08000026,S08000026,Transfers,2,10,40,4,0,0,NA
2020,4,S08000026,S08000026,Transfers,2,10,50,5,0,0,NA
2021,1,S08000026,S08000026,Transfers,2,15,58,3.86666666666667,0,0,NA
2021,2,S08000026,S08000026,Transfers,2,5,29,5.8,0,0,NA
2016,2,S08000026,S08000026,Transfers,3,30,593,19.7666666666667,0,0,NA
2016,3,S08000026,S08000026,Transfers,3,20,274,13.7,0,0,NA
2016,4,S08000026,S08000026,Transfers,3,20,190,9.5,0,0,NA
2017,1,S08000026,S08000026,Transfers,3,36,424,11.7777777777778,0,0,NA
2017,2,S08000026,S08000026,Transfers,3,22,111,5.04545454545455,0,0,NA
2017,3,S08000026,S08000026,Transfers,3,25,150,6,0,0,NA
2017,4,S08000026,S08000026,Transfers,3,30,205,6.83333333333333,0,0,NA
2018,1,S08000026,S08000026,Transfers,3,25,126,5.04,0,0,NA
2018,2,S08000026,S08000026,Transfers,3,16,151,9.4375,0,0,NA
2018,3,S08000026,S08000026,Transfers,3,23,121,5.26086956521739,0,0,NA
2018,4,S08000026,S08000026,Transfers,3,23,200,8.69565217391304,0,0,NA
2019,1,S08000026,S08000026,Transfers,3,17,126,7.41176470588235,0,0,NA
2019,2,S08000026,S08000026,Transfers,3,25,151,6.04,0,0,NA
2019,3,S08000026,S08000026,Transfers,3,35,238,6.8,0,0,NA
2019,4,S08000026,S08000026,Transfers,3,33,215,6.51515151515152,0,0,NA
2020,1,S08000026,S08000026,Transfers,3,39,270,6.92307692307692,0,0,NA
2020,2,S08000026,S08000026,Transfers,3,20,128,6.4,0,0,NA
2020,3,S08000026,S08000026,Transfers,3,35,220,6.28571428571429,0,0,NA
2020,4,S08000026,S08000026,Transfers,3,30,174,5.8,0,0,NA
2021,1,S08000026,S08000026,Transfers,3,40,262,6.55,0,0,NA
2021,2,S08000026,S08000026,Transfers,3,22,182,8.27272727272727,0,0,NA
2016,2,S08000026,S08000026,Transfers,4,41,404,9.85365853658537,0,0,NA
2016,3,S08000026,S08000026,Transfers,4,35,608,17.3714285714286,0,0,NA
2016,4,S08000026,S08000026,Transfers,4,27,463,17.1481481481481,0,0,NA
2017,1,S08000026,S08000026,Transfers,4,22,184,8.36363636363636,0,0,NA
2017,2,S08000026,S08000026,Transfers,4,23,125,5.43478260869565,0,0,NA
2017,3,S08000026,S08000026,Transfers,4,27,179,6.62962962962963,0,0,NA
2017,4,S08000026,S08000026,Transfers,4,15,230,15.3333333333333,0,0,NA
2018,1,S08000026,S08000026,Transfers,4,28,272,9.71428571428571,0,0,NA
2018,2,S08000026,S08000026,Transfers,4,36,187,5.19444444444444,0,0,NA
2018,3,S08000026,S08000026,Transfers,4,23,315,13.695652173913,0,0,NA
2018,4,S08000026,S08000026,Transfers,4,35,277,7.91428571428571,0,0,NA
2019,1,S08000026,S08000026,Transfers,4,25,150,6,0,0,NA
2019,2,S08000026,S08000026,Transfers,4,20,136,6.8,0,0,NA
2019,3,S08000026,S08000026,Transfers,4,20,193,9.65,0,0,NA
2019,4,S08000026,S08000026,Transfers,4,31,307,9.90322580645161,0,0,NA
2020,1,S08000026,S08000026,Transfers,4,35,296,8.45714285714286,0,0,NA
2020,2,S08000026,S08000026,Transfers,4,33,182,5.51515151515152,0,0,NA
2020,3,S08000026,S08000026,Transfers,4,20,85,4.25,0,0,NA
2020,4,S08000026,S08000026,Transfers,4,35,185,5.28571428571429,0,0,NA
2021,1,S08000026,S08000026,Transfers,4,38,291,7.6578947368421,0,0,NA
2021,2,S08000026,S08000026,Transfers,4,35,342,9.77142857142857,0,0,NA
2017,3,S08000026,S08000026,Transfers,5,0,6,NA,0,0,NA
2018,3,S08000026,S08000026,Transfers,5,0,0,NA,0,0,NA
2018,4,S08000026,S08000026,Transfers,5,0,0,NA,0,0,NA
2020,4,S08000026,S08000026,Transfers,5,0,0,NA,0,0,NA
2021,1,S08000026,S08000026,Transfers,5,0,5,NA,0,0,NA
2016,2,S08000026,S08000026,Transfers,NA,0,0,NA,0,0,NA
2016,3,S08000026,S08000026,Transfers,NA,5,12,2.4,0,0,NA
2017,2,S08000026,S08000026,Transfers,NA,0,0,NA,0,0,NA
2017,3,S08000026,S08000026,Transfers,NA,0,5,NA,0,0,NA
2018,4,S08000026,S08000026,Transfers,NA,5,9,1.8,0,0,NA
2019,4,S08000026,S08000026,Transfers,NA,5,10,2,0,0,NA
2020,2,S08000026,S08000026,Transfers,NA,0,5,NA,0,0,NA
2021,1,S08000026,S08000026,Transfers,NA,0,5,NA,0,0,NA
2016,2,S08000030,S08000030,Transfers,1,1271,10532,8.28638867033832,0,0,NA
2016,3,S08000030,S08000030,Transfers,1,1231,9754,7.92363931762794,0,0,NA
2016,4,S08000030,S08000030,Transfers,1,1258,9645,7.66693163751987,0,0,NA
2017,1,S08000030,S08000030,Transfers,1,1364,10407,7.62976539589443,0,0,NA
2017,2,S08000030,S08000030,Transfers,1,1408,10800,7.67045454545455,0,0,NA
2017,3,S08000030,S08000030,Transfers,1,1340,9842,7.34477611940298,0,0,NA
2017,4,S08000030,S08000030,Transfers,1,1237,9254,7.48100242522231,0,0,NA
2018,1,S08000030,S08000030,Transfers,1,1244,10041,8.07154340836013,0,0,NA
2018,2,S08000030,S08000030,Transfers,1,1092,9713,8.89468864468864,0,0,NA
2018,3,S08000030,S08000030,Transfers,1,1137,9017,7.93051890941073,0,0,NA
2018,4,S08000030,S08000030,Transfers,1,1099,7754,7.05550500454959,0,0,NA
2019,1,S08000030,S08000030,Transfers,1,1185,9666,8.15696202531646,0,0,NA
2019,2,S08000030,S08000030,Transfers,1,1185,8068,6.8084388185654,0,0,NA
2019,3,S08000030,S08000030,Transfers,1,1141,8784,7.69851007887818,0,0,NA
2019,4,S08000030,S08000030,Transfers,1,1200,8411,7.00916666666667,0,0,NA
2020,1,S08000030,S08000030,Transfers,1,1200,8834,7.36166666666667,0,0,NA
2020,2,S08000030,S08000030,Transfers,1,946,5637,5.95877378435518,0,0,NA
2020,3,S08000030,S08000030,Transfers,1,1001,6705,6.6983016983017,0,0,NA
2020,4,S08000030,S08000030,Transfers,1,1075,8073,7.50976744186046,0,0,NA
2021,1,S08000030,S08000030,Transfers,1,1089,8655,7.94765840220386,0,0,NA
2021,2,S08000030,S08000030,Transfers,1,1027,7138,6.95034079844206,0,0,NA
2016,2,S08000030,S08000030,Transfers,2,1179,10141,8.60135708227311,0,0,NA
2016,3,S08000030,S08000030,Transfers,2,1096,8776,8.00729927007299,0,0,NA
2016,4,S08000030,S08000030,Transfers,2,1116,9316,8.34767025089606,0,0,NA
2017,1,S08000030,S08000030,Transfers,2,1201,9813,8.1706910907577,0,0,NA
2017,2,S08000030,S08000030,Transfers,2,1323,9524,7.19879062736206,0,0,NA
2017,3,S08000030,S08000030,Transfers,2,1160,9468,8.16206896551724,0,0,NA
2017,4,S08000030,S08000030,Transfers,2,1173,9455,8.06052855924979,0,0,NA
2019,1,S08000030,T101H,Transfers,NA,25,119,4.76,0,0,NA
2018,1,S08000030,S08000030,Transfers,2,1207,9333,7.73239436619718,0,0,NA
2018,2,S08000030,S08000030,Transfers,2,976,7928,8.12295081967213,0,0,NA
2018,3,S08000030,S08000030,Transfers,2,1024,8362,8.166015625,0,0,NA
2018,4,S08000030,S08000030,Transfers,2,1059,8652,8.1699716713881,0,0,NA
2019,1,S08000030,S08000030,Transfers,2,1077,8303,7.70937790157846,0,0,NA
2019,2,S08000030,S08000030,Transfers,2,1170,8429,7.2042735042735,0,0,NA
2019,3,S08000030,S08000030,Transfers,2,1198,8978,7.49415692821369,0,0,NA
2019,4,S08000030,S08000030,Transfers,2,1311,9115,6.95270785659802,0,0,NA
2020,1,S08000030,S08000030,Transfers,2,1198,8907,7.43489148580968,0,0,NA
2020,2,S08000030,S08000030,Transfers,2,955,5920,6.19895287958115,0,0,NA
2020,3,S08000030,S08000030,Transfers,2,1101,7914,7.18801089918256,0,0,NA
2020,4,S08000030,S08000030,Transfers,2,1171,8073,6.89410760034159,0,0,NA
2021,1,S08000030,S08000030,Transfers,2,1126,7625,6.77175843694494,0,0,NA
2021,2,S08000030,S08000030,Transfers,2,966,6662,6.89648033126294,0,0,NA
2016,2,S08000030,S08000030,Transfers,3,1427,11995,8.40574632095305,0,0,NA
2016,3,S08000030,S08000030,Transfers,3,1453,10631,7.31658637302133,0,0,NA
2016,4,S08000030,S08000030,Transfers,3,1535,11535,7.51465798045603,0,0,NA
2017,1,S08000030,S08000030,Transfers,3,1221,10057,8.23669123669124,0,0,NA
2017,2,S08000030,S08000030,Transfers,3,1200,8623,7.18583333333333,0,0,NA
2017,3,S08000030,S08000030,Transfers,3,1092,6663,6.10164835164835,0,0,NA
2017,4,S08000030,S08000030,Transfers,3,1086,8589,7.90883977900552,0,0,NA
2018,1,S08000030,S08000030,Transfers,3,1118,9094,8.13416815742397,0,0,NA
2018,2,S08000030,S08000030,Transfers,3,1034,7572,7.32301740812379,0,0,NA
2018,3,S08000030,S08000030,Transfers,3,1031,7977,7.73714839961203,0,0,NA
2018,4,S08000030,S08000030,Transfers,3,1119,8018,7.16532618409294,0,0,NA
2019,1,S08000030,S08000030,Transfers,3,1160,8757,7.54913793103448,0,0,NA
2019,2,S08000030,S08000030,Transfers,3,1249,8663,6.93594875900721,0,0,NA
2019,3,S08000030,S08000030,Transfers,3,1322,8980,6.79273827534039,0,0,NA
2019,4,S08000030,S08000030,Transfers,3,1432,11075,7.73393854748603,0,0,NA
2020,1,S08000030,S08000030,Transfers,3,1298,9607,7.40138674884438,0,0,NA
2020,2,S08000030,S08000030,Transfers,3,947,6985,7.37592397043295,0,0,NA
2020,3,S08000030,S08000030,Transfers,3,1233,7645,6.20032441200324,0,0,NA
2020,4,S08000030,S08000030,Transfers,3,1185,7879,6.64894514767933,0,0,NA
2021,1,S08000030,S08000030,Transfers,3,1143,7860,6.87664041994751,0,0,NA
2021,2,S08000030,S08000030,Transfers,3,1181,8278,7.00931414055885,0,0,NA
2016,2,S08000030,S08000030,Transfers,4,1456,10682,7.33653846153846,0,0,NA
2016,3,S08000030,S08000030,Transfers,4,1452,10819,7.45110192837466,0,0,NA
2016,4,S08000030,S08000030,Transfers,4,1470,11348,7.71972789115646,0,0,NA
2017,1,S08000030,S08000030,Transfers,4,1463,11092,7.58168147641832,0,0,NA
2017,2,S08000030,S08000030,Transfers,4,1431,11360,7.93850454227813,0,0,NA
2017,3,S08000030,S08000030,Transfers,4,1346,9460,7.02823179791976,0,0,NA
2017,4,S08000030,S08000030,Transfers,4,1349,10230,7.58339510748703,0,0,NA
2018,1,S08000030,S08000030,Transfers,4,1419,11205,7.896405919661731,0,0,NA
2018,2,S08000030,S08000030,Transfers,4,1145,9038,7.89344978165939,0,0,NA
2018,3,S08000030,S08000030,Transfers,4,1164,8443,7.25343642611684,0,0,NA
2018,4,S08000030,S08000030,Transfers,4,1331,10087,7.57851239669422,0,0,NA
2019,1,S08000030,S08000030,Transfers,4,1298,10576,8.14791987673344,0,0,NA
2019,2,S08000030,S08000030,Transfers,4,1570,10585,6.74203821656051,0,0,NA
2019,3,S08000030,S08000030,Transfers,4,1343,9743,7.25465376023827,0,0,NA
2019,4,S08000030,S08000030,Transfers,4,1638,11730,7.16117216117216,0,0,NA
2020,1,S08000030,S08000030,Transfers,4,1561,12331,7.89942344650865,0,0,NA
2020,2,S08000030,S08000030,Transfers,4,1211,6817,5.62923203963666,0,0,NA
