local_authority,date_code,measurement,value,sex,age
Inverclyde,2016-2018,95% Upper Confidence Limit,24.48,Male,55-59 years
Inverclyde,2016-2018,95% Lower Confidence Limit,23.46,Male,55-59 years
Inverclyde,2016-2018,Count,23.97,Male,55-59 years
Inverclyde,2016-2018,95% Lower Confidence Limit,26.96,Female,55-59 years
Inverclyde,2016-2018,95% Upper Confidence Limit,27.95,Female,55-59 years
Inverclyde,2016-2018,Count,27.45,Female,55-59 years
Inverclyde,2016-2018,95% Upper Confidence Limit,20.5,Male,60-64 years
Inverclyde,2016-2018,95% Lower Confidence Limit,19.53,Male,60-64 years
Inverclyde,2016-2018,Count,20.02,Male,60-64 years
Inverclyde,2016-2018,95% Lower Confidence Limit,22.61,Female,60-64 years
Inverclyde,2016-2018,95% Upper Confidence Limit,23.56,Female,60-64 years
Inverclyde,2016-2018,Count,23.08,Female,60-64 years
Inverclyde,2016-2018,95% Upper Confidence Limit,16.63,Male,65-69 years
Inverclyde,2016-2018,95% Lower Confidence Limit,15.72,Male,65-69 years
Inverclyde,2016-2018,Count,16.17,Male,65-69 years
Inverclyde,2016-2018,95% Lower Confidence Limit,18.61,Female,65-69 years
Inverclyde,2016-2018,95% Upper Confidence Limit,19.5,Female,65-69 years
Inverclyde,2016-2018,Count,19.05,Female,65-69 years
Inverclyde,2016-2018,95% Upper Confidence Limit,13.44,Male,70-74 years
Inverclyde,2016-2018,95% Lower Confidence Limit,12.59,Male,70-74 years
Inverclyde,2016-2018,Count,13.02,Male,70-74 years
Inverclyde,2016-2018,95% Lower Confidence Limit,14.77,Female,70-74 years
Inverclyde,2016-2018,95% Upper Confidence Limit,15.6,Female,70-74 years
Inverclyde,2016-2018,Count,15.19,Female,70-74 years
Inverclyde,2016-2018,95% Upper Confidence Limit,10.36,Male,75-79 years
Inverclyde,2016-2018,95% Lower Confidence Limit,9.56,Male,75-79 years
Inverclyde,2016-2018,Count,9.96,Male,75-79 years
Inverclyde,2016-2018,95% Lower Confidence Limit,11.49,Female,75-79 years
Inverclyde,2016-2018,95% Upper Confidence Limit,12.26,Female,75-79 years
Inverclyde,2016-2018,Count,11.87,Female,75-79 years
Inverclyde,2016-2018,95% Upper Confidence Limit,7.64,Male,80-84 years
Inverclyde,2016-2018,95% Lower Confidence Limit,6.86,Male,80-84 years
Inverclyde,2016-2018,Count,7.25,Male,80-84 years
Inverclyde,2016-2018,95% Lower Confidence Limit,8.43,Female,80-84 years
Inverclyde,2016-2018,95% Upper Confidence Limit,9.14,Female,80-84 years
Inverclyde,2016-2018,Count,8.79,Female,80-84 years
Inverclyde,2016-2018,95% Upper Confidence Limit,5.66,Male,85-89 years
Inverclyde,2016-2018,95% Lower Confidence Limit,4.81,Male,85-89 years
Inverclyde,2016-2018,Count,5.23,Male,85-89 years
Inverclyde,2016-2018,95% Lower Confidence Limit,5.89,Female,85-89 years
Inverclyde,2016-2018,95% Upper Confidence Limit,6.6,Female,85-89 years
Inverclyde,2016-2018,Count,6.25,Female,85-89 years
Inverclyde,2016-2018,95% Upper Confidence Limit,4.57,Male,90 years
Inverclyde,2016-2018,95% Lower Confidence Limit,3.29,Male,90 years
Inverclyde,2016-2018,Count,3.93,Male,90 years
Inverclyde,2016-2018,95% Lower Confidence Limit,3.9,Female,90 years
Inverclyde,2016-2018,95% Upper Confidence Limit,4.8,Female,90 years
Inverclyde,2016-2018,Count,4.35,Female,90 years
Inverclyde,2017-2019,95% Upper Confidence Limit,75.64909,Male,0 years
Inverclyde,2017-2019,95% Lower Confidence Limit,74.08622,Male,0 years
Inverclyde,2017-2019,Count,74.86765,Male,0 years
Inverclyde,2017-2019,95% Upper Confidence Limit,79.7811,Female,0 years
Inverclyde,2017-2019,95% Lower Confidence Limit,78.23389,Female,0 years
Inverclyde,2017-2019,Count,79.00749,Female,0 years
Inverclyde,2017-2019,95% Lower Confidence Limit,73.16972,Male,1-4 years
Inverclyde,2017-2019,Count,73.93921,Male,1-4 years
Inverclyde,2017-2019,95% Upper Confidence Limit,74.7087,Male,1-4 years
Inverclyde,2017-2019,95% Lower Confidence Limit,77.72336,Female,1-4 years
Inverclyde,2017-2019,Count,78.41402,Female,1-4 years
Inverclyde,2017-2019,95% Upper Confidence Limit,79.10469,Female,1-4 years
Inverclyde,2017-2019,95% Lower Confidence Limit,69.24161,Male,5-9 years
Inverclyde,2017-2019,95% Upper Confidence Limit,70.76219,Male,5-9 years
Inverclyde,2017-2019,Count,70.0019,Male,5-9 years
Inverclyde,2017-2019,Count,74.41402,Female,5-9 years
Inverclyde,2017-2019,95% Upper Confidence Limit,75.10469,Female,5-9 years
Inverclyde,2017-2019,95% Lower Confidence Limit,73.72336,Female,5-9 years
Inverclyde,2017-2019,Count,65.0019,Male,10-14 years
Inverclyde,2017-2019,95% Lower Confidence Limit,64.24161,Male,10-14 years
Inverclyde,2017-2019,95% Upper Confidence Limit,65.76219,Male,10-14 years
Inverclyde,2017-2019,95% Lower Confidence Limit,68.79484,Female,10-14 years
Inverclyde,2017-2019,Count,69.4755,Female,10-14 years
Inverclyde,2017-2019,95% Upper Confidence Limit,70.15617,Female,10-14 years
Inverclyde,2017-2019,Count,60.09901,Male,15-19 years
Inverclyde,2017-2019,95% Upper Confidence Limit,60.84847,Male,15-19 years
Inverclyde,2017-2019,95% Lower Confidence Limit,59.34955,Male,15-19 years
Inverclyde,2017-2019,95% Upper Confidence Limit,65.15617,Female,15-19 years
Inverclyde,2017-2019,95% Lower Confidence Limit,63.79484,Female,15-19 years
Inverclyde,2017-2019,Count,64.4755,Female,15-19 years
Inverclyde,2017-2019,95% Lower Confidence Limit,54.45202,Male,20-24 years
Inverclyde,2017-2019,95% Upper Confidence Limit,55.93121,Male,20-24 years
Inverclyde,2017-2019,Count,55.19162,Male,20-24 years
Inverclyde,2017-2019,95% Lower Confidence Limit,58.79484,Female,20-24 years
Inverclyde,2017-2019,Count,59.4755,Female,20-24 years
Inverclyde,2017-2019,95% Upper Confidence Limit,60.15617,Female,20-24 years
Inverclyde,2017-2019,95% Upper Confidence Limit,51.10426,Male,25-29 years
Inverclyde,2017-2019,95% Lower Confidence Limit,49.65743,Male,25-29 years
Inverclyde,2017-2019,Count,50.38084,Male,25-29 years
Inverclyde,2017-2019,95% Lower Confidence Limit,53.93796,Female,25-29 years
Inverclyde,2017-2019,95% Upper Confidence Limit,55.27076,Female,25-29 years
Inverclyde,2017-2019,Count,54.60436,Female,25-29 years
Inverclyde,2017-2019,95% Lower Confidence Limit,45.06172,Male,30-34 years
Inverclyde,2017-2019,Count,45.756,Male,30-34 years
Inverclyde,2017-2019,95% Upper Confidence Limit,46.45028,Male,30-34 years
Inverclyde,2017-2019,Count,49.82837,Female,30-34 years
Inverclyde,2017-2019,95% Upper Confidence Limit,50.47308,Female,30-34 years
Inverclyde,2017-2019,95% Lower Confidence Limit,49.18366,Female,30-34 years
Inverclyde,2017-2019,95% Lower Confidence Limit,40.48716,Male,35-39 years
Inverclyde,2017-2019,95% Upper Confidence Limit,41.81455,Male,35-39 years
Inverclyde,2017-2019,Count,41.15085,Male,35-39 years
Inverclyde,2017-2019,95% Lower Confidence Limit,44.49794,Female,35-39 years
Inverclyde,2017-2019,95% Upper Confidence Limit,45.73239,Female,35-39 years
Inverclyde,2017-2019,Count,45.11516,Female,35-39 years
Inverclyde,2017-2019,Count,36.57767,Male,40-44 years
Inverclyde,2017-2019,95% Lower Confidence Limit,35.94542,Male,40-44 years
Inverclyde,2017-2019,95% Upper Confidence Limit,37.20992,Male,40-44 years
Inverclyde,2017-2019,Count,40.42595,Female,40-44 years
Inverclyde,2017-2019,95% Upper Confidence Limit,41.01685,Female,40-44 years
Inverclyde,2017-2019,95% Lower Confidence Limit,39.83505,Female,40-44 years
Inverclyde,2017-2019,95% Lower Confidence Limit,31.76246,Male,45-49 years
Inverclyde,2017-2019,95% Upper Confidence Limit,32.91237,Male,45-49 years
Inverclyde,2017-2019,Count,32.33742,Male,45-49 years
Inverclyde,2017-2019,95% Lower Confidence Limit,35.43815,Female,45-49 years
Inverclyde,2017-2019,95% Upper Confidence Limit,36.53119,Female,45-49 years
Inverclyde,2017-2019,Count,35.98467,Female,45-49 years
Inverclyde,2017-2019,95% Upper Confidence Limit,28.6427,Male,50-54 years
Inverclyde,2017-2019,95% Lower Confidence Limit,27.57606,Male,50-54 years
Inverclyde,2017-2019,Count,28.10938,Male,50-54 years
Inverclyde,2017-2019,95% Upper Confidence Limit,32.00891,Female,50-54 years
Inverclyde,2017-2019,Count,31.48978,Female,50-54 years
Inverclyde,2017-2019,95% Lower Confidence Limit,30.97064,Female,50-54 years
Inverclyde,2017-2019,95% Upper Confidence Limit,24.53549,Male,55-59 years
Inverclyde,2017-2019,95% Lower Confidence Limit,23.52924,Male,55-59 years
Inverclyde,2017-2019,Count,24.03237,Male,55-59 years
Inverclyde,2017-2019,Count,27.06355,Female,55-59 years
Inverclyde,2017-2019,95% Upper Confidence Limit,27.56157,Female,55-59 years
Inverclyde,2017-2019,95% Lower Confidence Limit,26.56552,Female,55-59 years
Inverclyde,2017-2019,Count,20.0194,Male,60-64 years
Inverclyde,2017-2019,95% Lower Confidence Limit,19.53895,Male,60-64 years
Inverclyde,2017-2019,95% Upper Confidence Limit,20.49984,Male,60-64 years
Inverclyde,2017-2019,Count,22.79575,Female,60-64 years
Inverclyde,2017-2019,95% Upper Confidence Limit,23.27229,Female,60-64 years
Inverclyde,2017-2019,95% Lower Confidence Limit,22.319210000000002,Female,60-64 years
Inverclyde,2017-2019,95% Lower Confidence Limit,15.83909,Male,65-69 years
Inverclyde,2017-2019,95% Upper Confidence Limit,16.74098,Male,65-69 years
Inverclyde,2017-2019,Count,16.29004,Male,65-69 years
Inverclyde,2017-2019,95% Lower Confidence Limit,18.40373,Female,65-69 years
Inverclyde,2017-2019,Count,18.84927,Female,65-69 years
Inverclyde,2017-2019,95% Upper Confidence Limit,19.29482,Female,65-69 years
Inverclyde,2017-2019,Count,13.04057,Male,70-74 years
Inverclyde,2017-2019,95% Lower Confidence Limit,12.62121,Male,70-74 years
Inverclyde,2017-2019,95% Upper Confidence Limit,13.45992,Male,70-74 years
Inverclyde,2017-2019,95% Lower Confidence Limit,14.71781,Female,70-74 years
Inverclyde,2017-2019,95% Upper Confidence Limit,15.54515,Female,70-74 years
Inverclyde,2017-2019,Count,15.13148,Female,70-74 years
Inverclyde,2017-2019,95% Upper Confidence Limit,10.32927,Male,75-79 years
Inverclyde,2017-2019,95% Lower Confidence Limit,9.5283,Male,75-79 years
Inverclyde,2017-2019,Count,9.92878,Male,75-79 years
Inverclyde,2017-2019,Count,11.83576,Female,75-79 years
Inverclyde,2017-2019,95% Upper Confidence Limit,12.21888,Female,75-79 years
Inverclyde,2017-2019,95% Lower Confidence Limit,11.45263,Female,75-79 years
Inverclyde,2017-2019,95% Upper Confidence Limit,7.65781,Male,80-84 years
Inverclyde,2017-2019,Count,7.27085,Male,80-84 years
Inverclyde,2017-2019,95% Lower Confidence Limit,6.88389,Male,80-84 years
Inverclyde,2017-2019,Count,8.74061,Female,80-84 years
Inverclyde,2017-2019,95% Lower Confidence Limit,8.38651,Female,80-84 years
Inverclyde,2017-2019,95% Upper Confidence Limit,9.09471,Female,80-84 years
Inverclyde,2017-2019,95% Lower Confidence Limit,4.88503,Male,85-89 years
Inverclyde,2017-2019,Count,5.3061,Male,85-89 years
Inverclyde,2017-2019,95% Upper Confidence Limit,5.72717,Male,85-89 years
Inverclyde,2017-2019,95% Upper Confidence Limit,6.59481,Female,85-89 years
Inverclyde,2017-2019,95% Lower Confidence Limit,5.8905,Female,85-89 years
Inverclyde,2017-2019,Count,6.24265,Female,85-89 years
Inverclyde,2017-2019,Count,3.82667,Male,90 years
Inverclyde,2017-2019,95% Upper Confidence Limit,4.43906,Male,90 years
Inverclyde,2017-2019,95% Lower Confidence Limit,3.21427,Male,90 years
Inverclyde,2017-2019,95% Lower Confidence Limit,3.9476,Female,90 years
Inverclyde,2017-2019,Count,4.40166,Female,90 years
Inverclyde,2017-2019,95% Upper Confidence Limit,4.85573,Female,90 years
Midlothian,2009-2011,95% Lower Confidence Limit,76.17,Male,0 years
Midlothian,2009-2011,95% Upper Confidence Limit,77.73,Male,0 years
Midlothian,2009-2011,Count,76.95,Male,0 years
Midlothian,2009-2011,Count,81.4,Female,0 years
Midlothian,2009-2011,95% Lower Confidence Limit,80.76,Female,0 years
Midlothian,2009-2011,95% Upper Confidence Limit,82.04,Female,0 years
Midlothian,2009-2011,95% Lower Confidence Limit,75.51,Male,1-4 years
Midlothian,2009-2011,95% Upper Confidence Limit,77,Male,1-4 years
Midlothian,2009-2011,Count,76.26,Male,1-4 years
Midlothian,2009-2011,Count,80.57,Female,1-4 years
Midlothian,2009-2011,95% Lower Confidence Limit,79.96,Female,1-4 years
Midlothian,2009-2011,95% Upper Confidence Limit,81.18,Female,1-4 years
Midlothian,2009-2011,95% Lower Confidence Limit,71.68,Male,5-9 years
Midlothian,2009-2011,95% Upper Confidence Limit,73.13,Male,5-9 years
Midlothian,2009-2011,Count,72.41,Male,5-9 years
Midlothian,2009-2011,Count,76.57,Female,5-9 years
Midlothian,2009-2011,95% Lower Confidence Limit,75.96,Female,5-9 years
Midlothian,2009-2011,95% Upper Confidence Limit,77.18,Female,5-9 years
Midlothian,2009-2011,95% Lower Confidence Limit,66.74,Male,10-14 years
Midlothian,2009-2011,95% Upper Confidence Limit,68.18,Male,10-14 years
Midlothian,2009-2011,Count,67.46,Male,10-14 years
Midlothian,2009-2011,Count,71.57,Female,10-14 years
Midlothian,2009-2011,95% Lower Confidence Limit,70.96,Female,10-14 years
Midlothian,2009-2011,95% Upper Confidence Limit,72.18,Female,10-14 years
Midlothian,2009-2011,95% Lower Confidence Limit,61.74,Male,15-19 years
Midlothian,2009-2011,95% Upper Confidence Limit,63.18,Male,15-19 years
Midlothian,2009-2011,Count,62.46,Male,15-19 years
Midlothian,2009-2011,Count,66.57,Female,15-19 years
Midlothian,2009-2011,95% Lower Confidence Limit,65.96,Female,15-19 years
Midlothian,2009-2011,95% Upper Confidence Limit,67.18,Female,15-19 years
Midlothian,2009-2011,95% Lower Confidence Limit,56.86,Male,20-24 years
Midlothian,2009-2011,95% Upper Confidence Limit,58.28,Male,20-24 years
Midlothian,2009-2011,Count,57.57,Male,20-24 years
Midlothian,2009-2011,Count,61.66,Female,20-24 years
Midlothian,2009-2011,95% Lower Confidence Limit,61.05,Female,20-24 years
Midlothian,2009-2011,95% Upper Confidence Limit,62.26,Female,20-24 years
Midlothian,2009-2011,95% Lower Confidence Limit,52.2,Male,25-29 years
Midlothian,2009-2011,95% Upper Confidence Limit,53.56,Male,25-29 years
Midlothian,2009-2011,Count,52.88,Male,25-29 years
Midlothian,2009-2011,Count,56.66,Female,25-29 years
Midlothian,2009-2011,95% Lower Confidence Limit,56.05,Female,25-29 years
Midlothian,2009-2011,95% Upper Confidence Limit,57.26,Female,25-29 years
Midlothian,2009-2011,95% Lower Confidence Limit,47.59,Male,30-34 years
Midlothian,2009-2011,95% Upper Confidence Limit,48.88,Male,30-34 years
Midlothian,2009-2011,Count,48.24,Male,30-34 years
Midlothian,2009-2011,Count,51.81,Female,30-34 years
Midlothian,2009-2011,95% Lower Confidence Limit,51.23,Female,30-34 years
Midlothian,2009-2011,95% Upper Confidence Limit,52.4,Female,30-34 years
Midlothian,2009-2011,95% Lower Confidence Limit,42.82,Male,35-39 years
Midlothian,2009-2011,95% Upper Confidence Limit,44.07,Male,35-39 years
Midlothian,2009-2011,Count,43.45,Male,35-39 years
Midlothian,2009-2011,Count,46.95,Female,35-39 years
Midlothian,2009-2011,95% Lower Confidence Limit,46.38,Female,35-39 years
Midlothian,2009-2011,95% Upper Confidence Limit,47.52,Female,35-39 years
Midlothian,2009-2011,95% Lower Confidence Limit,38.13,Male,40-44 years
Midlothian,2009-2011,95% Upper Confidence Limit,39.34,Male,40-44 years
Midlothian,2009-2011,Count,38.74,Male,40-44 years
Midlothian,2009-2011,Count,42.13,Female,40-44 years
Midlothian,2009-2011,95% Lower Confidence Limit,41.58,Female,40-44 years
Midlothian,2009-2011,95% Upper Confidence Limit,42.69,Female,40-44 years
Midlothian,2009-2011,95% Lower Confidence Limit,33.53,Male,45-49 years
Midlothian,2009-2011,95% Upper Confidence Limit,34.71,Male,45-49 years
Midlothian,2009-2011,Count,34.12,Male,45-49 years
Midlothian,2009-2011,Count,37.33,Female,45-49 years
Midlothian,2009-2011,95% Lower Confidence Limit,36.78,Female,45-49 years
Midlothian,2009-2011,95% Upper Confidence Limit,37.87,Female,45-49 years
Midlothian,2009-2011,95% Lower Confidence Limit,29.04,Male,50-54 years
Midlothian,2009-2011,95% Upper Confidence Limit,30.18,Male,50-54 years
Midlothian,2009-2011,Count,29.61,Male,50-54 years
Midlothian,2009-2011,Count,32.64,Female,50-54 years
Midlothian,2009-2011,95% Lower Confidence Limit,32.11,Female,50-54 years
Midlothian,2009-2011,95% Upper Confidence Limit,33.17,Female,50-54 years
Midlothian,2009-2011,95% Lower Confidence Limit,24.53,Male,55-59 years
Midlothian,2009-2011,95% Upper Confidence Limit,25.64,Male,55-59 years
Midlothian,2009-2011,Count,25.09,Male,55-59 years
Midlothian,2009-2011,Count,28.01,Female,55-59 years
Midlothian,2009-2011,95% Lower Confidence Limit,27.5,Female,55-59 years
Midlothian,2009-2011,95% Upper Confidence Limit,28.53,Female,55-59 years
Midlothian,2009-2011,95% Lower Confidence Limit,20.47,Male,60-64 years
Midlothian,2009-2011,95% Upper Confidence Limit,21.53,Male,60-64 years
Midlothian,2009-2011,Count,21,Male,60-64 years
Midlothian,2009-2011,Count,23.4,Female,60-64 years
Midlothian,2009-2011,95% Lower Confidence Limit,22.9,Female,60-64 years
Midlothian,2009-2011,95% Upper Confidence Limit,23.9,Female,60-64 years
Midlothian,2009-2011,95% Lower Confidence Limit,16.38,Male,65-69 years
Midlothian,2009-2011,95% Upper Confidence Limit,17.41,Male,65-69 years
Midlothian,2009-2011,Count,16.9,Male,65-69 years
Midlothian,2009-2011,Count,19.3,Female,65-69 years
Midlothian,2009-2011,95% Lower Confidence Limit,18.83,Female,65-69 years
Midlothian,2009-2011,95% Upper Confidence Limit,19.78,Female,65-69 years
Midlothian,2009-2011,95% Lower Confidence Limit,12.81,Male,70-74 years
Midlothian,2009-2011,95% Upper Confidence Limit,13.8,Male,70-74 years
Midlothian,2009-2011,Count,13.3,Male,70-74 years
Midlothian,2009-2011,Count,15.32,Female,70-74 years
Midlothian,2009-2011,95% Lower Confidence Limit,14.87,Female,70-74 years
Midlothian,2009-2011,95% Upper Confidence Limit,15.77,Female,70-74 years
Midlothian,2009-2011,95% Lower Confidence Limit,9.69,Male,75-79 years
Midlothian,2009-2011,95% Upper Confidence Limit,10.66,Male,75-79 years
Midlothian,2009-2011,Count,10.17,Male,75-79 years
Midlothian,2009-2011,Count,11.63,Female,75-79 years
Midlothian,2009-2011,95% Lower Confidence Limit,11.21,Female,75-79 years
Midlothian,2009-2011,95% Upper Confidence Limit,12.05,Female,75-79 years
Midlothian,2009-2011,95% Lower Confidence Limit,7.05,Male,80-84 years
Midlothian,2009-2011,95% Upper Confidence Limit,8.06,Male,80-84 years
Midlothian,2009-2011,Count,7.55,Male,80-84 years
Midlothian,2009-2011,Count,8.54,Female,80-84 years
Midlothian,2009-2011,95% Lower Confidence Limit,8.14,Female,80-84 years
Midlothian,2009-2011,95% Upper Confidence Limit,8.95,Female,80-84 years
Midlothian,2009-2011,95% Lower Confidence Limit,5.19,Male,85-89 years
Midlothian,2009-2011,95% Upper Confidence Limit,6.41,Male,85-89 years
Midlothian,2009-2011,Count,5.8,Male,85-89 years
Midlothian,2009-2011,Count,6.05,Female,85-89 years
Midlothian,2009-2011,95% Lower Confidence Limit,5.63,Female,85-89 years
Midlothian,2009-2011,95% Upper Confidence Limit,6.46,Female,85-89 years
Midlothian,2009-2011,95% Lower Confidence Limit,3.24,Male,90 years
Midlothian,2009-2011,95% Upper Confidence Limit,5.09,Male,90 years
Midlothian,2009-2011,Count,4.17,Male,90 years
Midlothian,2009-2011,Count,4.37,Female,90 years
Midlothian,2009-2011,95% Lower Confidence Limit,3.8,Female,90 years
Midlothian,2009-2011,95% Upper Confidence Limit,4.93,Female,90 years
Midlothian,2010-2012,95% Lower Confidence Limit,76.68,Male,0 years
Midlothian,2010-2012,95% Upper Confidence Limit,78.25,Male,0 years
Midlothian,2010-2012,Count,77.46,Male,0 years
Midlothian,2010-2012,Count,81.21,Female,0 years
Midlothian,2010-2012,95% Upper Confidence Limit,81.87,Female,0 years
Midlothian,2010-2012,95% Lower Confidence Limit,80.56,Female,0 years
Midlothian,2010-2012,95% Lower Confidence Limit,76.13,Male,1-4 years
Midlothian,2010-2012,95% Upper Confidence Limit,77.6,Male,1-4 years
Midlothian,2010-2012,Count,76.86,Male,1-4 years
Midlothian,2010-2012,Count,80.44,Female,1-4 years
Midlothian,2010-2012,95% Upper Confidence Limit,81.06,Female,1-4 years
Midlothian,2010-2012,95% Lower Confidence Limit,79.82,Female,1-4 years
Midlothian,2010-2012,95% Lower Confidence Limit,72.3,Male,5-9 years
Midlothian,2010-2012,95% Upper Confidence Limit,73.73,Male,5-9 years
